codgeo;libgeo;an;pop65p
56051;Cruguel;2022;166
56052;Damgan;2022;1096
56053;Elven;2022;1140
56054;Erdeven;2022;1147
56055;Étel;2022;881
56056;Évriguet;2022;70
56057;Le Faouët;2022;1025
56058;Férel;2022;808
56060;Les Fougerêts;2022;252
56061;La Gacilly;2022;1132
56062;Gâvres;2022;296
56063;Gestel;2022;530
56065;Gourhel;2022;148
56066;Gourin;2022;1259
56067;Grand-Champ;2022;1214
56068;La Grée-Saint-Laurent;2022;91
56069;Groix;2022;984
56070;Guégon;2022;631
56071;Guéhenno;2022;213
56072;Gueltas;2022;126
56073;Guémené-sur-Scorff;2022;477
56074;Guénin;2022;258
56075;Guer;2022;1237
56076;Guern;2022;366
56077;Le Guerno;2022;211
56078;Guidel;2022;3137
56079;Guillac;2022;285
56080;Guilliers;2022;427
56081;Guiscriff;2022;599
56082;Helléan;2022;85
56083;Hennebont;2022;3992
56084;Le Hézo;2022;208
56085;Hœdic;2022;28
56086;Île-d'Houat;2022;87
56087;Île-aux-Moines;2022;293
56088;Île-d'Arz;2022;148
56089;Inguiniel;2022;456
56090;Inzinzac-Lochrist;2022;1412
56091;Josselin;2022;877
56092;Kerfourn;2022;155
56093;Kergrist;2022;162
56094;Kervignac;2022;1270
56096;Landaul;2022;365
56097;Landévant;2022;742
56098;Lanester;2022;5262
56099;Langoëlan;2022;113
56100;Langonnet;2022;553
56101;Languidic;2022;1620
56102;Forges de Lanouée;2022;537
56103;Lantillac;2022;87
56104;Lanvaudan;2022;192
56105;Lanvénégen;2022;295
56106;Larmor-Baden;2022;452
56107;Larmor-Plage;2022;3554
56108;Larré;2022;167
56109;Lauzach;2022;200
56110;Lignol;2022;281
56111;Limerzel;2022;317
56112;Lizio;2022;208
56113;Locmalo;2022;273
56114;Locmaria;2022;328
56115;Locmaria-Grand-Champ;2022;194
56116;Locmariaquer;2022;716
56117;Locminé;2022;994
56118;Locmiquélic;2022;1253
56119;Locoal-Mendon;2022;715
56120;Locqueltas;2022;288
56121;Lorient;2022;13266
56122;Loyat;2022;391
56123;Malansac;2022;640
56124;Malestroit;2022;983
56125;Malguénac;2022;375
56126;Marzan;2022;568
56127;Mauron;2022;1092
56128;Melrand;2022;505
56129;Ménéac;2022;460
56130;Merlevenez;2022;664
56131;Meslan;2022;295
56132;Meucon;2022;574
56133;Missiriac;2022;288
56134;Mohon;2022;296
56135;Molac;2022;282
56136;Monteneuf;2022;157
56137;Monterblanc;2022;500
56139;Montertelot;2022;76
56140;Moréac;2022;624
56141;Moustoir-Ac;2022;300
56143;Muzillac;2022;1797
56144;Évellys;2022;719
56145;Néant-sur-Yvel;2022;247
56146;Neulliac;2022;346
56147;Nivillac;2022;1317
56148;Nostang;2022;287
56149;Noyal-Muzillac;2022;656
56151;Noyal-Pontivy;2022;877
56152;Le Palais;2022;745
56153;Péaule;2022;702
56154;Peillac;2022;517
56155;Pénestin;2022;1072
56156;Persquen;2022;85
56157;Plaudren;2022;378
56158;Plescop;2022;1208
56159;Pleucadeuc;2022;434
56160;Pleugriffet;2022;316
56161;Ploemel;2022;624
56162;Ploemeur;2022;6258
56163;Ploërdut;2022;403
56164;Ploeren;2022;1413
56165;Ploërmel;2022;2558
56166;Plouay;2022;1416
56167;Plougoumelen;2022;537
56168;Plouharnel;2022;620
56169;Plouhinec;2022;1727
56170;Plouray;2022;373
56171;Pluherlin;2022;347
56172;Plumelec;2022;580
56173;Pluméliau-Bieuzy;2022;1085
56174;Plumelin;2022;595
56175;Plumergat;2022;698
56176;Pluneret;2022;1320
56177;Pluvigner;2022;1682
56178;Pontivy;2022;3402
56179;Pont-Scorff;2022;755
56180;Porcaro;2022;149
56181;Port-Louis;2022;1063
56182;Priziac;2022;269
56184;Questembert;2022;1922
56185;Quéven;2022;2349
56186;Quiberon;2022;2245
56188;Quistinic;2022;357
56189;Radenac;2022;222
56190;Réguiny;2022;459
56191;Réminiac;2022;91
56193;Riantec;2022;1698
56194;Rieux;2022;701
56195;La Roche-Bernard;2022;216
56196;Rochefort-en-Terre;2022;298
56197;Val d'Oust;2022;602
56198;Rohan;2022;393
56199;Roudouallec;2022;199
56200;Ruffiac;2022;423
56201;Le Saint;2022;191
56202;Saint-Abraham;2022;80
56203;Saint-Aignan;2022;184
56204;Saint-Allouestre;2022;126
56205;Saint-Armel;2022;357
56206;Saint-Avé;2022;2728
56207;Saint-Barthélemy;2022;292
56208;Saint-Brieuc-de-Mauron;2022;91
56209;Sainte-Brigitte;2022;57
56210;Saint-Caradec-Trégomel;2022;123
56211;Saint-Congard;2022;205
56212;Saint-Dolay;2022;587
56213;Saint-Gérand-Croixanvec;2022;215
56214;Saint-Gildas-de-Rhuys;2022;915
56215;Saint-Gonnery;2022;237
56216;Saint-Gorgon;2022;89
56218;Saint-Gravé;2022;211
56219;Saint-Guyomard;2022;215
56220;Sainte-Hélène;2022;321
56221;Saint-Jacut-les-Pins;2022;499
56222;Saint-Jean-Brévelay;2022;618
56223;Saint-Jean-la-Poterie;2022;341
56224;Saint-Laurent-sur-Oust;2022;93
56225;Saint-Léry;2022;37
56226;Saint-Malo-de-Beignon;2022;68
56227;Saint-Malo-des-Trois-Fontaines;2022;115
56228;Saint-Marcel;2022;214
56229;Saint-Martin-sur-Oust;2022;409
56230;Saint-Nicolas-du-Tertre;2022;108
56231;Saint-Nolff;2022;915
56232;Saint-Perreux;2022;261
56233;Saint-Philibert;2022;683
56234;Saint-Pierre-Quiberon;2022;970
56236;Saint-Servant;2022;230
56237;Saint-Thuriau;2022;461
56238;Saint-Tugdual;2022;108
56239;Saint-Vincent-sur-Oust;2022;369
56240;Sarzeau;2022;3937
56241;Sauzon;2022;317
56242;Séglien;2022;157
56243;Séné;2022;2861
56244;Sérent;2022;751
56245;Silfiac;2022;113
56246;Le Sourn;2022;569
56247;Sulniac;2022;640
56248;Surzur;2022;1181
56249;Taupont;2022;538
56250;Théhillac;2022;117
56251;Theix-Noyalo;2022;2033
56252;Le Tour-du-Parc;2022;494
56253;Tréal;2022;171
56254;Trédion;2022;233
56255;Treffléan;2022;402
56256;Tréhorenteuc;2022;35
56257;La Trinité-Porhoët;2022;212
56258;La Trinité-sur-Mer;2022;872
56259;La Trinité-Surzur;2022;223
56260;Vannes;2022;14696
56261;La Vraie-Croix;2022;303
56262;Le Bono;2022;739
56263;Sainte-Anne-d'Auray;2022;745
56264;Kernascléden;2022;99
57001;Aboncourt;2022;59
57002;Aboncourt-sur-Seille;2022;7
57003;Abreschviller;2022;433
57004;Achain;2022;16
57006;Achen;2022;211
57007;Adaincourt;2022;24
57008;Adelange;2022;45
57009;Ajoncourt;2022;18
57010;Alaincourt-la-Côte;2022;17
57011;Albestroff;2022;153
57012;Algrange;2022;1287
57013;Alsting;2022;584
57014;Altrippe;2022;65
57015;Altviller;2022;148
57016;Alzing;2022;94
57017;Amanvillers;2022;403
57018;Amelécourt;2022;24
57019;Amnéville;2022;2114
57020;Ancerville;2022;50
57021;Ancy-Dornot;2022;339
57022;Angevillers;2022;222
57024;Antilly;2022;29
57025;Anzeling;2022;86
57026;Apach;2022;171
57027;Arraincourt;2022;25
57028;Argancy;2022;268
57029;Arriance;2022;35
57030;Arry;2022;85
57031;Ars-Laquenexy;2022;212
57032;Ars-sur-Moselle;2022;940
57033;Arzviller;2022;101
57034;Aspach;2022;8
57035;Assenoncourt;2022;22
57036;Attilloncourt;2022;18
57037;Aube;2022;45
57038;Audun-le-Tiche;2022;1263
57039;Augny;2022;369
57040;Aulnois-sur-Seille;2022;28
57041;Aumetz;2022;471
57042;Avricourt;2022;137
57043;Ay-sur-Moselle;2022;354
57044;Azoudange;2022;20
57045;Bacourt;2022;27
57046;Baerenthal;2022;218
57047;Bambiderstroff;2022;203
57048;Bannay;2022;12
57049;Le Ban-Saint-Martin;2022;792
57050;Barchain;2022;17
57051;Baronville;2022;54
57052;Barst;2022;128
57053;Bassing;2022;16
57054;Baudrecourt;2022;43
57055;Bazoncourt;2022;66
57056;Bébing;2022;49
57057;Béchy;2022;86
57058;Behren-lès-Forbach;2022;1393
57059;Bellange;2022;14
57060;Bénestroff;2022;94
57061;Béning-lès-Saint-Avold;2022;246
57062;Berg-sur-Moselle;2022;67
57063;Bérig-Vintrange;2022;52
57064;Berling;2022;66
57065;Bermering;2022;50
57066;Berthelming;2022;115
57067;Bertrange;2022;568
57069;Berviller-en-Moselle;2022;111
57070;Bettange;2022;38
57071;Bettborn;2022;76
57072;Bettelainville;2022;117
57073;Betting;2022;238
57074;Bettviller;2022;162
57075;Beux;2022;36
57076;Beyren-lès-Sierck;2022;72
57077;Bezange-la-Petite;2022;21
57079;Bibiche;2022;77
57080;Bickenholtz;2022;11
57081;Bidestroff;2022;20
57082;Biding;2022;65
57083;Bining;2022;257
57084;Bioncourt;2022;56
57085;Bionville-sur-Nied;2022;68
57086;Belles-Forêts;2022;44
57087;Bisten-en-Lorraine;2022;67
57088;Bistroff;2022;64
57089;Bitche;2022;1064
57090;Blanche-Église;2022;22
57091;Bliesbruck;2022;263
57092;Blies-Ébersing;2022;120
57093;Blies-Guersviller;2022;184
57095;Boucheporn;2022;111
57096;Boulange;2022;388
57097;Boulay-Moselle;2022;1174
57098;Bourgaltroff;2022;46
57099;Bourdonnay;2022;34
57100;Bourscheid;2022;20
57101;Bousbach;2022;223
57102;Bousse;2022;649
57103;Bousseviller;2022;20
57104;Boust;2022;155
57105;Boustroff;2022;27
57106;Bouzonville;2022;833
57107;Bréhain;2022;21
57108;Breidenbach;2022;69
57109;Breistroff-la-Grande;2022;76
57110;Brettnach;2022;82
57111;Bronvaux;2022;113
57112;Brouck;2022;15
57113;Brouderdorff;2022;167
57114;Brouviller;2022;71
57115;Brulange;2022;16
57116;Buchy;2022;12
57117;Buding;2022;98
57118;Budling;2022;21
57119;Buhl-Lorraine;2022;216
57120;Burlioncourt;2022;22
57121;Burtoncourt;2022;36
57122;Cappel;2022;160
57123;Carling;2022;812
57124;Cattenom;2022;457
57125;Chailly-lès-Ennery;2022;71
57126;Chambrey;2022;64
57127;Chanville;2022;16
57128;Charleville-sous-Bois;2022;85
57129;Charly-Oradour;2022;106
57130;Château-Bréhain;2022;23
57131;Château-Rouge;2022;27
57132;Château-Salins;2022;542
57133;Château-Voué;2022;24
57134;Châtel-Saint-Germain;2022;416
57136;Chémery-les-Deux;2022;91
57137;Cheminot;2022;122
57138;Chenois;2022;16
57139;Chérisey;2022;50
57140;Chesny;2022;73
57141;Chicourt;2022;28
57142;Chieulles;2022;88
57143;Clouange;2022;831
57144;Cocheren;2022;781
57145;Coincy;2022;65
57146;Coin-lès-Cuvry;2022;144
57147;Coin-sur-Seille;2022;76
57148;Colligny-Maizery;2022;111
57149;Colmen;2022;46
57150;Condé-Northen;2022;122
57151;Conthil;2022;29
57152;Contz-les-Bains;2022;76
57153;Corny-sur-Moselle;2022;393
57154;Coume;2022;132
57155;Courcelles-Chaussy;2022;626
57156;Courcelles-sur-Nied;2022;266
57158;Craincourt;2022;42
57159;Créhange;2022;911
57160;Creutzwald;2022;3074
57161;Cutting;2022;27
57162;Cuvry;2022;266
57163;Dabo;2022;656
57165;Dalem;2022;142
57166;Dalhain;2022;18
57167;Dalstein;2022;48
57168;Danne-et-Quatre-Vents;2022;130
57169;Dannelbourg;2022;96
57171;Delme;2022;251
57172;Denting;2022;46
57173;Desseling;2022;16
57174;Destry;2022;18
57175;Diane-Capelle;2022;52
57176;Diebling;2022;423
57177;Dieuze;2022;833
57178;Diffembach-lès-Hellimer;2022;81
57179;Distroff;2022;386
57180;Dolving;2022;69
57181;Domnom-lès-Dieuze;2022;31
57182;Donjeux;2022;18
57183;Donnelay;2022;45
57186;Ébersviller;2022;134
57187;Éblange;2022;59
57188;Éguelshardt;2022;90
57189;Eincheville;2022;48
57190;Elvange;2022;78
57191;Elzange;2022;142
57192;Enchenberg;2022;262
57193;Ennery;2022;493
57194;Entrange;2022;210
57195;Epping;2022;124
57196;Erching;2022;96
57197;Ernestviller;2022;120
57198;Erstroff;2022;51
57199;Escherange;2022;70
57200;Les Étangs;2022;63
57201;Etting;2022;199
57202;Etzling;2022;274
57203;Évrange;2022;36
57204;Failly;2022;113
57205;Falck;2022;635
57206;Fameck;2022;2765
57207;Farébersviller;2022;1015
57208;Farschviller;2022;287
57209;Faulquemont;2022;1159
57210;Fénétrange;2022;196
57211;Fèves;2022;177
57212;Féy;2022;120
57213;Filstroff;2022;217
57214;Fixem;2022;68
57215;Flastroff;2022;66
57216;Fleisheim;2022;14
57217;Flétrange;2022;173
57218;Fleury;2022;255
57219;Flévy;2022;93
57220;Flocourt;2022;25
57221;Florange;2022;2304
57222;Folkling;2022;367
57224;Folschviller;2022;889
57225;Fonteny;2022;32
57226;Fontoy;2022;734
57227;Forbach;2022;4587
57228;Fossieux;2022;32
57229;Foulcrey;2022;49
57230;Fouligny;2022;39
57231;Foville;2022;11
57232;Francaltroff;2022;129
57233;Fraquelfing;2022;24
57234;Frauenberg;2022;148
57235;Freistroff;2022;209
57236;Frémery;2022;6
57237;Frémestroff;2022;77
57238;Fresnes-en-Saulnois;2022;23
57239;Freybouse;2022;76
57240;Freyming-Merlebach;2022;3080
57241;Fribourg;2022;29
57242;Gandrange;2022;592
57244;Garrebourg;2022;124
57245;Gavisse;2022;89
57246;Gelucourt;2022;56
57247;Gerbécourt;2022;19
57248;Givrycourt;2022;22
57249;Glatigny;2022;80
57250;Goetzenbruck;2022;378
57251;Goin;2022;64
57252;Gomelange;2022;92
57253;Gondrexange;2022;106
57254;Gorze;2022;391
57255;Gosselming;2022;116
57256;Gravelotte;2022;120
57257;Grémecey;2022;17
57258;Gréning;2022;38
57259;Grindorff-Bizing;2022;58
57260;Grosbliederstroff;2022;803
57261;Gros-Réderching;2022;265
57262;Grostenquin;2022;135
57263;Grundviller;2022;143
57264;Guebenhouse;2022;86
57265;Guébestroff;2022;6
57266;Guéblange-lès-Dieuze;2022;20
57267;Le Val-de-Guéblange;2022;219
57268;Guébling;2022;35
57269;Guénange;2022;1506
57270;Val-de-Bride;2022;155
57271;Guenviller;2022;165
57272;Guermange;2022;20
57273;Guerstling;2022;91
57274;Guerting;2022;189
57275;Guessling-Hémering;2022;196
57276;Guinglange;2022;52
57277;Guinkirchen;2022;26
57278;Guinzeling;2022;13
57280;Guntzviller;2022;68
57281;Haboudange;2022;64
57282;Hagen;2022;24
57283;Hagondange;2022;1861
57284;Hallering;2022;18
57286;Halstroff;2022;50
57287;Basse-Ham;2022;528
57288;Ham-sous-Varsberg;2022;673
57289;Hambach;2022;631
57290;Hampont;2022;47
57291;Hangviller;2022;44
57292;Hannocourt;2022;0
57293;Han-sur-Nied;2022;43
57294;Hanviller;2022;45
57295;Haraucourt-sur-Seille;2022;28
57296;Hargarten-aux-Mines;2022;242
57297;Harprich;2022;50
57298;Harreberg;2022;87
57299;Hartzviller;2022;214
57300;Haselbourg;2022;80
57301;Haspelschiedt;2022;79
57302;Hattigny;2022;33
57303;Hauconcourt;2022;117
57304;Haut-Clocher;2022;71
57305;Havange;2022;43
57306;Hayange;2022;3025
57307;Hayes;2022;34
57308;Hazembourg;2022;28
57309;Heining-lès-Bouzonville;2022;119
57310;Hellering-lès-Fénétrange;2022;30
57311;Hellimer;2022;137
57312;Helstroff;2022;74
57313;Hémilly;2022;31
57314;Héming;2022;82
57315;Henridorff;2022;140
57316;Henriville;2022;219
57317;Hérange;2022;19
57318;Hermelange;2022;44
57319;Herny;2022;99
57320;Hertzing;2022;27
57321;Hesse;2022;129
57322;Hestroff;2022;78
57323;Hettange-Grande;2022;1263
57324;Hilbesheim;2022;112
57325;Hilsprich;2022;204
57326;Hinckange;2022;55
57328;Holacourt;2022;18
57329;Holling;2022;58
57330;Holving;2022;270
57331;Hombourg-Budange;2022;93
57332;Hombourg-Haut;2022;1612
57333;Hommarting;2022;175
57334;Hommert;2022;81
57335;Honskirch;2022;30
57336;L'Hôpital;2022;1033
57337;Hoste;2022;102
57338;Hottviller;2022;142
57339;Hultehouse;2022;92
57340;Hundling;2022;307
57341;Hunting;2022;153
57342;Ibigny;2022;17
57343;Illange;2022;501
57344;Imling;2022;146
57345;Inglange;2022;54
57346;Insming;2022;127
57347;Insviller;2022;52
57348;Ippling;2022;162
57349;Jallaucourt;2022;28
57350;Jouy-aux-Arches;2022;420
57351;Jury;2022;199
57352;Jussy;2022;113
57353;Juvelize;2022;29
57354;Juville;2022;20
57355;Kalhausen;2022;162
57356;Kanfen;2022;204
57357;Kappelkinger;2022;82
57358;Kédange-sur-Canner;2022;226
57359;Kemplich;2022;26
57360;Kerbach;2022;277
57361;Kerling-lès-Sierck;2022;95
57362;Kerprich-aux-Bois;2022;27
57364;Kirsch-lès-Sierck;2022;59
57365;Kirschnaumen;2022;111
57366;Kirviller;2022;19
57367;Klang;2022;53
57368;Knutange;2022;565
57370;Kœnigsmacker;2022;398
57371;Haute-Kontz;2022;67
57372;Kuntzig;2022;244
57373;Lachambre;2022;168
57374;Lafrimbolle;2022;52
57375;Lagarde;2022;69
57376;Lambach;2022;124
57377;Landange;2022;53
57379;Landroff;2022;72
57380;Laneuveville-lès-Lorquin;2022;28
57381;Laneuveville-en-Saulnois;2022;22
57382;Langatte;2022;103
57383;Languimberg;2022;44
57384;Laning;2022;114
57385;Laquenexy;2022;235
57386;Laudrefang;2022;82
57387;Laumesfeld;2022;49
57388;Launstroff;2022;43
57389;Lelling;2022;87
57390;Lemberg;2022;321
57391;Lemoncourt;2022;17
57392;Lemud;2022;78
57393;Lengelsheim;2022;58
57394;Léning;2022;54
57395;Lesse;2022;43
57396;Lessy;2022;239
57397;Ley;2022;28
57398;Leyviller;2022;92
57399;Lezey;2022;16
57401;Lidrezing;2022;15
57402;Liederschiedt;2022;27
57403;Liéhon;2022;24
57404;Lindre-Basse;2022;72
57405;Lindre-Haute;2022;16
57406;Liocourt;2022;25
57407;Lixheim;2022;104
57408;Lixing-lès-Rouhling;2022;170
57409;Lixing-lès-Saint-Avold;2022;157
57410;Lhor;2022;31
57411;Lommerange;2022;75
57412;Longeville-lès-Metz;2022;879
57413;Longeville-lès-Saint-Avold;2022;859
57414;Lorquin;2022;290
57415;Lorry-lès-Metz;2022;434
57416;Lorry-Mardigny;2022;107
57417;Lostroff;2022;13
57418;Loudrefing;2022;71
57419;Loupershouse;2022;199
57421;Loutzviller;2022;43
57422;Louvigny;2022;190
57423;Lubécourt;2022;12
57424;Lucy;2022;51
57425;Luppy;2022;81
57426;Luttange;2022;152
57427;Lutzelbourg;2022;172
57428;Macheren;2022;660
57430;Mainvillers;2022;57
57431;Maizeroy;2022;49
57433;Maizières-lès-Metz;2022;2191
57434;Maizières-lès-Vic;2022;90
57436;Malaucourt-sur-Seille;2022;23
57437;Malling;2022;107
57438;Malroy;2022;93
57439;Manderen-Ritzing;2022;100
57440;Manhoué;2022;43
57441;Manom;2022;651
57442;Many;2022;40
57443;Marange-Silvange;2022;1122
57444;Marange-Zondrange;2022;63
57445;Marieulles;2022;141
57446;Marimont-lès-Bénestroff;2022;11
57447;Marly;2022;2976
57448;Marsal;2022;61
57449;Marsilly;2022;83
57451;Marthille;2022;45
57452;La Maxe;2022;157
57453;Maxstadt;2022;56
57454;Mécleuves;2022;299
57455;Mégange;2022;26
57456;Meisenthal;2022;205
57457;Menskirch;2022;25
57459;Merschweiller;2022;32
57460;Merten;2022;396
57461;Métairies-Saint-Quirin;2022;54
57462;Metting;2022;57
57463;Metz;2022;21331
57464;Metzeresche;2022;173
57465;Metzervisse;2022;329
57466;Metzing;2022;124
57467;Mey;2022;62
57468;Mittelbronn;2022;119
57469;Mittersheim;2022;156
57470;Molring;2022;3
57471;Momerstroff;2022;46
57472;Moncheux;2022;15
57473;Moncourt;2022;15
57474;Mondelange;2022;1132
57475;Mondorff;2022;60
57476;Monneren;2022;54
57477;Montbronn;2022;439
57478;Montdidier;2022;23
57479;Montenach;2022;73
57480;Montigny-lès-Metz;2022;4935
57481;Montois-la-Montagne;2022;591
57482;Ogy-Montoy-Flanville;2022;344
57483;Morhange;2022;829
57484;Morsbach;2022;582
57485;Morville-lès-Vic;2022;30
57486;Morville-sur-Nied;2022;26
57487;Moulins-lès-Metz;2022;1266
57488;Moussey;2022;152
57489;Mouterhouse;2022;52
57490;Moyenvic;2022;85
57491;Moyeuvre-Grande;2022;1552
57492;Moyeuvre-Petite;2022;108
57493;Mulcey;2022;50
57494;Munster;2022;51
57495;Narbéfontaine;2022;29
57496;Nébing;2022;80
57497;Nelling;2022;48
57498;Neufchef;2022;587
57499;Neufgrange;2022;397
57500;Neufmoulins;2022;11
57501;Neufvillage;2022;4
57502;Neunkirchen-lès-Bouzonville;2022;72
57504;Niderhoff;2022;60
57505;Niderviller;2022;364
57506;Niederstinzel;2022;60
57507;Niedervisse;2022;37
57508;Nilvange;2022;1106
57509;Nitting;2022;121
57510;Noisseville;2022;285
57511;Norroy-le-Veneur;2022;201
57512;Nouilly;2022;96
57513;Nousseviller-lès-Bitche;2022;29
57514;Nousseviller-Saint-Nabor;2022;221
57515;Novéant-sur-Moselle;2022;381
57516;Oberdorff;2022;79
57517;Obergailbach;2022;60
57518;Oberstinzel;2022;59
57519;Obervisse;2022;26
57520;Obreck;2022;7
57521;Œting;2022;530
57524;Ommeray;2022;17
57525;Oriocourt;2022;9
57526;Ormersviller;2022;47
57527;Orny;2022;54
57528;Oron;2022;13
57529;Ottange;2022;636
57530;Ottonville;2022;83
57531;Oudrenne;2022;149
57532;Pagny-lès-Goin;2022;26
57533;Pange;2022;214
57534;Peltre;2022;442
57535;Petit-Réderching;2022;324
57536;Petit-Tenquin;2022;48
57537;Petite-Rosselle;2022;1243
57538;Pettoncourt;2022;63
57539;Pévange;2022;12
57540;Phalsbourg;2022;880
57541;Philippsbourg;2022;126
57542;Piblange;2022;107
57543;Pierrevillers;2022;298
57544;Plaine-de-Walsch;2022;102
57545;Plappeville;2022;562
57546;Plesnois;2022;154
57547;Pommérieux;2022;111
57548;Pontoy;2022;86
57549;Pontpierre;2022;132
57550;Porcelette;2022;655
57551;Postroff;2022;42
57552;Pouilly;2022;202
57553;Pournoy-la-Chétive;2022;164
57554;Pournoy-la-Grasse;2022;127
57555;Prévocourt;2022;21
57556;Puttelange-aux-Lacs;2022;775
57557;Puttelange-lès-Thionville;2022;104
57558;Puttigny;2022;18
57559;Puzieux;2022;30
57560;Racrange;2022;124
57561;Rahling;2022;172
57562;Ranguevaux;2022;241
57563;Raville;2022;44
57564;Réchicourt-le-Château;2022;153
57565;Rédange;2022;185
57566;Réding;2022;543
57567;Rémelfang;2022;30
57568;Rémelfing;2022;327
57569;Rémeling;2022;60
57570;Rémering;2022;97
57571;Rémering-lès-Puttelange;2022;212
57572;Rémilly;2022;532
57573;Réning;2022;38
57574;Basse-Rentgen;2022;59
57575;Retonfey;2022;330
57576;Rettel;2022;127
57577;Reyersviller;2022;87
57578;Rezonville-Vionville;2022;102
57579;Rhodes;2022;24
57580;Riche;2022;35
57581;Richeling;2022;64
57582;Richemont;2022;451
57583;Richeval;2022;31
57584;Rimling;2022;110
57586;Rochonvillers;2022;17
57587;Rodalbe;2022;46
57588;Rodemack;2022;162
57589;Rohrbach-lès-Bitche;2022;564
57590;Rolbing;2022;70
57591;Rombas;2022;2001
57592;Romelfing;2022;89
57593;Roncourt;2022;176
57594;Roppeviller;2022;25
57595;Rorbach-lès-Dieuze;2022;14
57596;Rosbruck;2022;191
57597;Rosselange;2022;520
57598;Rouhling;2022;427
57599;Roupeldange;2022;83
57600;Roussy-le-Village;2022;186
57601;Rozérieulles;2022;310
57602;Rurange-lès-Thionville;2022;321
57603;Russange;2022;239
57604;Rustroff;2022;179
57605;Sailly-Achâtel;2022;48
57606;Saint-Avold;2022;3521
57607;Sainte-Barbe;2022;132
57609;Saint-Epvre;2022;70
57610;Saint-François-Lacroix;2022;31
57611;Saint-Georges;2022;46
57612;Saint-Hubert;2022;40
57613;Saint-Jean-de-Bassel;2022;140
57614;Saint-Jean-Kourtzerode;2022;44
57615;Saint-Jean-Rohrbach;2022;191
57616;Saint-Julien-lès-Metz;2022;870
57617;Saint-Jure;2022;44
57618;Saint-Louis;2022;129
57619;Saint-Louis-lès-Bitche;2022;130
57620;Sainte-Marie-aux-Chênes;2022;854
57621;Saint-Médard;2022;21
57622;Saint-Privat-la-Montagne;2022;336
57623;Saint-Quirin;2022;249
57624;Sainte-Ruffine;2022;179
57625;Salonnes;2022;25
57626;Sanry-lès-Vigy;2022;116
57627;Sanry-sur-Nied;2022;65
57628;Sarralbe;2022;942
57629;Sarraltroff;2022;168
57630;Sarrebourg;2022;2738
57631;Sarreguemines;2022;5087
57633;Sarreinsming;2022;344
57634;Saulny;2022;326
57635;Schalbach;2022;75
57636;Schmittviller;2022;62
57637;Schneckenbusch;2022;69
57638;Schœneck;2022;609
57639;Schorbach;2022;176
57640;Schwerdorff;2022;110
57641;Schweyen;2022;74
57642;Scy-Chazelles;2022;594
57643;Secourt;2022;31
57644;Seingbouse;2022;420
57645;Semécourt;2022;288
57647;Serémange-Erzange;2022;958
57648;Servigny-lès-Raville;2022;62
57649;Servigny-lès-Sainte-Barbe;2022;117
57650;Sierck-les-Bains;2022;278
57651;Siersthal;2022;180
57652;Sillegny;2022;91
57653;Silly-en-Saulnois;2022;10
57654;Silly-sur-Nied;2022;175
57655;Solgne;2022;165
57656;Sorbey;2022;52
57657;Sotzeling;2022;3
57658;Soucht;2022;262
57659;Spicheren;2022;751
57660;Stiring-Wendel;2022;2707
57661;Sturzelbronn;2022;50
57662;Suisse;2022;13
57663;Talange;2022;1582
57664;Tarquimpol;2022;15
57665;Tenteling;2022;211
57666;Terville;2022;1324
57667;Téterchen;2022;140
57668;Teting-sur-Nied;2022;260
57669;Théding;2022;503
57670;Thicourt;2022;28
57671;Thimonville;2022;28
57672;Thionville;2022;8525
57673;Thonville;2022;8
57674;Tincry;2022;26
57675;Torcheville;2022;20
57676;Tragny;2022;31
57677;Trémery;2022;208
57678;Tressange;2022;486
57679;Tritteling-Redlach;2022;91
57680;Troisfontaines;2022;296
57681;Tromborn;2022;76
57682;Turquestein-Blancrupt;2022;3
57683;Uckange;2022;1274
57684;Vahl-Ebersing;2022;107
57685;Vahl-lès-Bénestroff;2022;22
57686;Vahl-lès-Faulquemont;2022;60
57687;Vallerange;2022;50
57689;Valmestroff;2022;56
57690;Valmont;2022;658
57691;Valmunster;2022;20
57692;Vannecourt;2022;14
57693;Vantoux;2022;296
57694;Vany;2022;83
57695;Varize-Vaudoncourt;2022;95
57696;Varsberg;2022;222
57697;Vasperviller;2022;82
57698;Vatimont;2022;68
57700;Vaudreching;2022;114
57701;Vaux;2022;205
57702;Vaxy;2022;76
57703;Veckersviller;2022;40
57704;Veckring;2022;138
57705;Velving;2022;56
57706;Vergaville;2022;116
57707;Vernéville;2022;110
57708;Verny;2022;355
57709;Vescheim;2022;32
57711;Vibersviller;2022;85
57712;Vic-sur-Seille;2022;343
57713;Vieux-Lixheim;2022;28
57714;Haute-Vigneulles;2022;81
57715;Vigny;2022;65
57716;Vigy;2022;267
57717;Viller;2022;48
57718;Villers-Stoncourt;2022;44
57719;Villers-sur-Nied;2022;10
57720;Villing;2022;78
57721;Vilsberg;2022;91
57723;Virming;2022;55
57724;Vitry-sur-Orne;2022;511
57725;Vittersbourg;2022;80
57726;Vittoncourt;2022;51
57727;Viviers;2022;24
57728;Voimhaut;2022;38
57730;Volmerange-lès-Boulay;2022;79
57731;Volmerange-les-Mines;2022;372
57732;Volmunster;2022;194
57733;Volstroff;2022;281
57734;Voyer;2022;101
57736;Vry;2022;73
57737;Vulmont;2022;5
57738;Waldhouse;2022;78
57739;Waldweistroff;2022;77
57740;Waldwisse;2022;106
