codgeo;libgeo;an;pop65p
27384;Manneville-la-Raoult;2022;114
27385;Manneville-sur-Risle;2022;270
27386;Le Manoir;2022;159
27388;Marais-Vernier;2022;102
27389;Marbeuf;2022;76
27390;Marcilly-la-Campagne;2022;142
27391;Marcilly-sur-Eure;2022;268
27392;Martagny;2022;30
27393;Martainville;2022;71
27394;Martot;2022;91
27395;Mélicourt;2022;19
27396;Ménesqueville;2022;79
27397;Ménilles;2022;364
27398;Menneval;2022;475
27399;Mercey;2022;7
27400;Merey;2022;87
27401;Le Mesnil-Fuguet;2022;59
27403;Le Mesnil-Jourdain;2022;49
27404;Mesnil-Rousset;2022;24
27405;Mesnil-sous-Vienne;2022;36
27406;Mesnil-sur-l'Estrée;2022;238
27407;Mesnil-Verclives;2022;48
27408;Mézières-en-Vexin;2022;132
27410;Miserey;2022;119
27411;Moisville;2022;48
27412;Terres de Bord;2022;307
27413;Montfort-sur-Risle;2022;207
27414;Montreuil-l'Argillé;2022;213
27415;Morainville-Jouveaux;2022;104
27417;Morgny;2022;112
27418;Morsan;2022;29
27419;Mouettes;2022;102
27420;Mouflaines;2022;25
27421;Mousseaux-Neuville;2022;89
27422;Muids;2022;212
27423;Muzy;2022;172
27424;Nagel-Séez-Mesnil;2022;65
27425;Nassandres sur Risle;2022;611
27426;Neaufles-Saint-Martin;2022;326
27427;Neaufles-Auvergny;2022;109
27428;Le Neubourg;2022;1249
27429;Neuilly;2022;26
27430;La Neuve-Grange;2022;45
27431;La Neuve-Lyre;2022;140
27432;La Neuville-du-Bosc;2022;115
27433;Neuville-sur-Authou;2022;34
27434;Noards;2022;15
27435;La Noë-Poulain;2022;42
27436;Nogent-le-Sec;2022;76
27437;Nojeon-en-Vexin;2022;37
27438;Nonancourt;2022;438
27439;Normanville;2022;246
27440;Notre-Dame-de-l'Isle;2022;150
27441;Notre-Dame-d'Épine;2022;14
27442;Notre-Dame-du-Hamel;2022;75
27444;Le Noyer-en-Ouche;2022;69
27445;Noyers;2022;105
27446;Ormes;2022;87
27447;Le Val-Doré;2022;167
27448;Pacy-sur-Eure;2022;1316
27451;Parville;2022;98
27453;Perriers-sur-Andelle;2022;424
27454;Perruel;2022;62
27455;Piencourt;2022;20
27456;Pinterville;2022;203
27457;Piseux;2022;123
27458;Pîtres;2022;460
27459;Les Places;2022;16
27460;Plainville;2022;44
27462;Le Planquay;2022;31
27463;Plasnes;2022;157
27464;Le Plessis-Grohan;2022;168
27465;Le Plessis-Hébert;2022;93
27466;Le Plessis-Sainte-Opportune;2022;46
27467;Pont-Audemer;2022;2611
27468;Pont-Authou;2022;166
27469;Pont-de-l'Arche;2022;723
27470;Pont-Saint-Pierre;2022;234
27471;Porte-de-Seine;2022;66
27472;Portes;2022;36
27473;Port-Mort;2022;243
27474;Poses;2022;230
27475;La Poterie-Mathieu;2022;40
27476;Les Préaux;2022;74
27477;Pressagny-l'Orgueilleux;2022;207
27478;Prey;2022;224
27480;Puchay;2022;107
27481;Pullay;2022;87
27482;La Pyle;2022;25
27483;Quatremare;2022;74
27485;Quillebeuf-sur-Seine;2022;185
27486;Quittebeuf;2022;104
27487;Radepont;2022;125
27488;Renneville;2022;37
27489;Reuilly;2022;100
27490;Richeville;2022;42
27492;Romilly-la-Puthenaye;2022;78
27493;Romilly-sur-Andelle;2022;655
27495;La Roquette;2022;59
27496;Rosay-sur-Lieure;2022;111
27497;Rougemontiers;2022;169
27498;Rouge-Perriers;2022;46
27500;Routot;2022;258
27501;Rouvray;2022;32
27502;Rugles;2022;745
27504;Sacquenville;2022;138
27505;Saint-Agnan-de-Cernières;2022;60
27507;Saint-André-de-l'Eure;2022;912
27508;Saint-Antonin-de-Sommaire;2022;49
27511;Saint-Aubin-d'Écrosville;2022;117
27512;Saint-Aubin-de-Scellon;2022;89
27514;Saint-Aubin-du-Thenney;2022;101
27516;Treis-Sants-en-Ouche;2022;423
27517;Saint-Aubin-sur-Gaillon;2022;345
27518;Saint-Aubin-sur-Quillebeuf;2022;99
27520;Saint-Benoît-des-Ombres;2022;40
27521;Saint-Christophe-sur-Avre;2022;27
27522;Saint-Christophe-sur-Condé;2022;78
27524;Sainte-Colombe-la-Commanderie;2022;128
27525;Sainte-Colombe-près-Vernon;2022;52
27527;Saint-Cyr-de-Salerne;2022;55
27528;Le Vaudreuil;2022;850
27529;Saint-Cyr-la-Campagne;2022;102
27530;Saint-Denis-d'Augerons;2022;31
27531;Saint-Denis-des-Monts;2022;44
27533;Saint-Denis-le-Ferment;2022;119
27534;Saint-Didier-des-Bois;2022;179
27535;Saint-Élier;2022;115
27536;Saint-Éloi-de-Fourques;2022;86
27537;Saint-Étienne-du-Vauvray;2022;152
27538;Saint-Étienne-l'Allier;2022;95
27539;Saint-Étienne-sous-Bailleul;2022;69
27540;Sainte-Geneviève-lès-Gasny;2022;116
27541;Le Mesnil-Saint-Jean;2022;37
27542;Saint-Georges-du-Vièvre;2022;199
27543;Saint-Georges-Motel;2022;186
27544;Saint-Germain-de-Fresney;2022;32
27545;Saint-Germain-de-Pasquier;2022;35
27546;Saint-Germain-des-Angles;2022;42
27547;Saint-Germain-la-Campagne;2022;174
27548;Saint-Germain-sur-Avre;2022;228
27550;Saint-Grégoire-du-Vièvre;2022;63
27552;Saint-Jean-du-Thenney;2022;58
27553;Saint-Julien-de-la-Liègue;2022;71
27554;La Chapelle-Longueville;2022;683
27555;Saint-Laurent-des-Bois;2022;41
27556;Saint-Laurent-du-Tencement;2022;19
27557;Saint-Léger-de-Rôtes;2022;135
27558;Saint-Léger-du-Gennetey;2022;16
27560;Saint-Luc;2022;68
27561;Saint-Maclou;2022;132
27562;Saint-Marcel;2022;1065
27563;Saint-Mards-de-Blacarville;2022;191
27564;Saint-Mards-de-Fresne;2022;59
27565;Le Lesme;2022;103
27567;Sainte-Marie-de-Vatimesnil;2022;44
27568;Sainte-Marthe;2022;90
27569;Saint-Martin-du-Tilleul;2022;50
27570;Saint-Martin-la-Campagne;2022;19
27571;Saint-Martin-Saint-Firmin;2022;45
27572;Saint-Meslin-du-Bosc;2022;12
27576;Sainte-Opportune-du-Bosc;2022;72
27577;Sainte-Opportune-la-Mare;2022;103
27578;Sainte-Marie-d'Attez;2022;111
27579;Saint-Ouen-de-Pontcheuil;2022;26
27580;Saint-Ouen-de-Thouberville;2022;440
27582;Saint-Ouen-du-Tilleul;2022;454
27584;Saint-Paul-de-Fourques;2022;31
27586;Saint-Philbert-sur-Boissey;2022;32
27587;Saint-Philbert-sur-Risle;2022;178
27589;Saint-Pierre-de-Bailleul;2022;172
27590;Saint-Pierre-de-Cernières;2022;68
27591;Saint-Pierre-de-Cormeilles;2022;153
27592;Saint-Pierre-de-Salerne;2022;46
27593;Saint-Pierre-des-Fleurs;2022;326
27594;Saint-Pierre-des-Ifs;2022;51
27595;Saint-Pierre-du-Bosguérard;2022;246
27597;Saint-Pierre-du-Val;2022;106
27598;Saint-Pierre-du-Vauvray;2022;222
27599;Saint-Pierre-la-Garenne;2022;194
27601;Saint-Samson-de-la-Roque;2022;93
27602;Saint-Sébastien-de-Morsent;2022;1370
27603;Saint-Siméon;2022;74
27604;Saint-Sulpice-de-Grimbouville;2022;50
27605;Saint-Sylvestre-de-Cormeilles;2022;62
27606;Saint-Symphorien;2022;95
27608;Saint-Victor-de-Chrétienville;2022;69
27609;Saint-Victor-d'Épine;2022;89
27610;Saint-Victor-sur-Avre;2022;13
27611;Saint-Vigor;2022;56
27612;Saint-Vincent-des-Bois;2022;61
27613;Saint-Vincent-du-Boulay;2022;54
27614;Sancourt;2022;17
27615;Sassey;2022;32
27616;La Saussaye;2022;438
27617;Saussay-la-Campagne;2022;75
27618;Sébécourt;2022;55
27620;Selles;2022;102
27621;Serez;2022;30
27622;Serquigny;2022;534
27623;Surtauville;2022;68
27624;Surville;2022;186
27625;Suzay;2022;39
27627;Le Theil-Nolent;2022;39
27629;Thiberville;2022;531
27630;Thibouville;2022;49
27631;Thierville;2022;63
27632;Le Thil;2022;69
27633;Les Thilliers-en-Vexin;2022;76
27635;Le Thuit;2022;22
27638;Le Thuit de l'Oison;2022;769
27640;Tilleul-Dame-Agnès;2022;36
27641;Le Tilleul-Lambert;2022;27
27643;Tillières-sur-Avre;2022;244
27644;Tilly;2022;103
27645;Tocqueville;2022;18
27646;Le Torpt;2022;59
27649;Touffreville;2022;69
27650;Tournedos-Bois-Hubert;2022;64
27652;Tourneville;2022;63
27654;Tourville-la-Campagne;2022;158
27655;Tourville-sur-Pont-Audemer;2022;133
27656;Toutainville;2022;253
27658;Le Tremblay-Omonville;2022;81
27659;La Trinité;2022;20
27660;La Trinité-de-Réville;2022;66
27661;La Trinité-de-Thouberville;2022;82
27662;Triqueville;2022;74
27663;Le Troncq;2022;20
27664;Le Tronquay;2022;104
27665;Trouville-la-Haule;2022;188
27666;La Vacherie;2022;82
27667;Valailles;2022;89
27668;Le Val-David;2022;173
27669;Valletot;2022;59
27670;Vandrimare;2022;153
27671;Vannecrocq;2022;17
27672;Vascœuil;2022;82
27673;Vatteville;2022;26
27674;Vaux-sur-Eure;2022;38
27676;Les Trois Lacs;2022;509
27677;Venon;2022;61
27678;Les Ventes;2022;232
27679;Verneuil d'Avre et d'Iton;2022;2086
27680;Verneusses;2022;45
27681;Vernon;2022;4915
27682;Vesly;2022;101
27683;Vézillon;2022;42
27684;Le Vieil-Évreux;2022;134
27685;La Vieille-Lyre;2022;174
27686;Vieux-Port;2022;14
27689;Villegats;2022;37
27690;Villers-en-Vexin;2022;50
27691;Villers-sur-le-Roule;2022;148
27692;Villettes;2022;32
27693;Sylvains-Lès-Moulins;2022;221
27694;Villez-sous-Bailleul;2022;54
27695;Villez-sur-le-Neubourg;2022;45
27696;Villiers-en-Désœuvre;2022;127
27697;Vironvay;2022;59
27698;Vitot;2022;148
27699;Voiscreville;2022;20
27700;Vraiville;2022;76
27701;Val-de-Reuil;2022;1215
28001;Abondant;2022;445
28003;Allainville;2022;28
28004;Allonnes;2022;36
28005;Alluyes;2022;118
28006;Amilly;2022;506
28007;Anet;2022;814
28008;Ardelles;2022;27
28009;Ardelu;2022;12
28010;Argenvilliers;2022;89
28012;Vald'Yerre;2022;1042
28013;Aunay-sous-Auneau;2022;220
28014;Aunay-sous-Crécy;2022;126
28015;Auneau-Bleury-Saint-Symphorien;2022;1031
28016;Les Autels-Villevillon;2022;27
28018;Authon-du-Perche;2022;486
28019;Baigneaux;2022;31
28021;Bailleau-le-Pin;2022;298
28022;Bailleau-l'Évêque;2022;233
28023;Bailleau-Armenonville;2022;252
28024;Barjouville;2022;382
28026;Baudreville;2022;42
28027;La Bazoche-Gouet;2022;477
28028;Bazoches-en-Dunois;2022;42
28029;Bazoches-les-Hautes;2022;58
28030;Beauche;2022;77
28031;Beaumont-les-Autels;2022;92
28032;Beauvilliers;2022;40
28033;Belhomert-Guéhouville;2022;152
28034;Berchères-Saint-Germain;2022;145
28035;Berchères-les-Pierres;2022;205
28036;Berchères-sur-Vesgre;2022;175
28037;Bérou-la-Mulotière;2022;67
28038;Béthonvilliers;2022;31
28039;Béville-le-Comte;2022;273
28040;Billancelles;2022;52
28041;Blandainville;2022;105
28045;Boissy-en-Drouais;2022;52
28046;Boissy-lès-Perche;2022;120
28047;Boisville-la-Saint-Père;2022;129
28048;La Bourdinière-Saint-Loup;2022;120
28049;Boncé;2022;36
28050;Boncourt;2022;55
28051;Bonneval;2022;1328
28052;Bouglainval;2022;146
28053;Le Boullay-les-Deux-Églises;2022;60
28054;Le Boullay-Mivoye;2022;80
28055;Le Boullay-Thierry;2022;84
28056;Boutigny-Prouais;2022;304
28057;Bouville;2022;92
28058;Bréchamps;2022;71
28059;Brezolles;2022;354
28060;Briconville;2022;20
28061;Brou;2022;1257
28062;Broué;2022;124
28064;Bû;2022;348
28065;Bullainville;2022;32
28067;Cernay;2022;6
28068;Challet;2022;77
28070;Champhol;2022;707
28071;Champrond-en-Gâtine;2022;110
28072;Champrond-en-Perchet;2022;142
28073;Champseru;2022;48
28074;La Chapelle-d'Aunainville;2022;35
28075;La Chapelle-du-Noyer;2022;328
28076;La Chapelle-Forainvilliers;2022;28
28077;La Chapelle-Fortin;2022;36
28078;Chapelle-Guillaume;2022;45
28079;Chapelle-Royale;2022;102
28080;Charbonnières;2022;64
28081;Charonville;2022;55
28082;Charpont;2022;126
28084;Chartainvilliers;2022;150
28085;Chartres;2022;8712
28086;Chassant;2022;91
28087;Châtaincourt;2022;57
28088;Châteaudun;2022;3139
28089;Châteauneuf-en-Thymerais;2022;675
28090;Les Châtelets;2022;33
28091;Les Châtelliers-Notre-Dame;2022;25
28092;Châtenay;2022;30
28094;Chaudon;2022;296
28095;Chauffours;2022;52
28096;La Chaussée-d'Ivry;2022;236
28098;Cherisy;2022;415
28099;Chuisnes;2022;176
28100;Cintray;2022;79
28102;Clévilliers;2022;78
28103;Cloyes-les-Trois-Rivières;2022;1741
28104;Coltainville;2022;142
28105;Combres;2022;146
28106;Conie-Molitard;2022;109
28107;Corancez;2022;103
28108;Cormainville;2022;51
28109;Les Corvées-les-Yys;2022;59
28110;Le Coudray;2022;844
28111;Coudray-au-Perche;2022;71
28113;Coulombs;2022;278
28114;Courbehaye;2022;37
28116;Courville-sur-Eure;2022;656
28117;Crécy-Couvé;2022;81
28118;Croisilles;2022;91
28119;La Croix-du-Perche;2022;33
28120;Crucey-Villages;2022;100
28121;Dambron;2022;25
28122;Dammarie;2022;295
28123;Dampierre-sous-Brou;2022;134
28124;Dampierre-sur-Avre;2022;146
28126;Dancy;2022;60
28127;Dangeau;2022;242
28128;Dangers;2022;63
28129;Denonville;2022;88
28130;Digny;2022;154
28132;Donnemain-Saint-Mamès;2022;128
28134;Dreux;2022;5304
28135;Droue-sur-Drouette;2022;309
28136;Écluzelles;2022;34
28137;Écrosnes;2022;166
28139;Épeautrolles;2022;10
28140;Épernon;2022;1009
28141;Ermenonville-la-Grande;2022;53
28142;Ermenonville-la-Petite;2022;32
28143;Escorpain;2022;45
28144;Les Étilleux;2022;37
28146;Faverolles;2022;163
28147;Favières;2022;70
28148;Le Favril;2022;66
28149;La Ferté-Vidame;2022;191
28151;Fessanvilliers-Mattanvilliers;2022;24
28153;Flacey;2022;45
28154;Fontaine-la-Guyon;2022;331
28155;Fontaine-les-Ribouts;2022;39
28156;Fontaine-Simon;2022;221
28157;Fontenay-sur-Conie;2022;31
28158;Fontenay-sur-Eure;2022;188
28159;La Framboisière;2022;91
28160;Francourville;2022;121
28161;Frazé;2022;130
28162;Fresnay-le-Comte;2022;50
28163;Fresnay-le-Gilmert;2022;32
28164;Fresnay-l'Évêque;2022;94
28166;Friaize;2022;39
28167;Fruncé;2022;70
28168;Gallardon;2022;623
28169;Garancières-en-Beauce;2022;45
28170;Garancières-en-Drouais;2022;62
28171;Garnay;2022;269
28172;Gas;2022;155
28173;Gasville-Oisème;2022;357
28175;La Gaudaine;2022;53
28176;Le Gault-Saint-Denis;2022;108
28177;Gellainville;2022;102
28178;Germainville;2022;55
28180;Gilles;2022;86
28182;Gohory;2022;45
28183;Gommerville;2022;99
28184;Gouillons;2022;47
28185;Goussainville;2022;192
28187;Guainville;2022;110
28188;Le Gué-de-Longroi;2022;97
28189;Guilleville;2022;30
28190;Guillonville;2022;81
28191;Hanches;2022;443
28192;Happonvilliers;2022;72
28193;Havelu;2022;26
28194;Houville-la-Branche;2022;69
28195;Houx;2022;120
28196;Illiers-Combray;2022;935
28197;Intréville;2022;24
28198;Jallans;2022;240
28199;Janville-en-Beauce;2022;595
28200;Jaudrais;2022;69
28201;Jouy;2022;445
28202;Lamblore;2022;110
28203;Landelles;2022;125
28206;Laons;2022;135
28207;Léthuin;2022;27
28208;Levainville;2022;43
28209;Lèves;2022;1123
28210;Levesville-la-Chenard;2022;58
28211;Logron;2022;120
28212;Loigny-la-Bataille;2022;37
28213;Lormaye;2022;137
28214;La Loupe;2022;988
28215;Louville-la-Chenard;2022;50
28216;Louvilliers-en-Drouais;2022;62
28217;Louvilliers-lès-Perche;2022;31
28218;Lucé;2022;3467
28219;Luigny;2022;120
28220;Luisant;2022;1714
28221;Lumeau;2022;32
28222;Luplanté;2022;54
28223;Luray;2022;337
28225;Magny;2022;77
28226;Maillebois;2022;193
28227;Maintenon;2022;1014
28229;Mainvilliers;2022;1871
28230;Maisons;2022;40
28231;La Mancelière;2022;23
28232;Manou;2022;137
28233;Marboué;2022;275
28234;Marchéville;2022;70
28235;Marchezais;2022;37
28236;Arcisses;2022;649
28237;Marolles-les-Buis;2022;50
28239;Marville-Moutiers-Brûlé;2022;192
28240;Meaucé;2022;134
28242;Méréglise;2022;17
28243;Mérouville;2022;45
28245;Meslay-le-Grenet;2022;64
28246;Meslay-le-Vidame;2022;54
28247;Le Mesnil-Simon;2022;78
28248;Le Mesnil-Thomas;2022;70
28249;Mévoisins;2022;142
28251;Mézières-en-Drouais;2022;250
28252;Miermaigne;2022;54
28253;Mignières;2022;175
28254;Mittainvilliers-Vérigny;2022;118
28255;Moinville-la-Jeulin;2022;14
28256;Moléans;2022;138
28257;Mondonville-Saint-Jean;2022;10
28259;Montboissier;2022;84
28260;Montharville;2022;13
28261;Montigny-le-Chartif;2022;134
28263;Montigny-sur-Avre;2022;68
28264;Montireau;2022;29
28265;Montlandon;2022;72
28267;Montreuil;2022;144
28268;Morainville;2022;6
28269;Morancez;2022;443
28270;Moriers;2022;28
28271;Morvilliers;2022;30
28272;Mottereau;2022;21
28273;Moulhard;2022;36
28274;Moutiers;2022;48
28275;Néron;2022;115
28277;Neuvy-en-Dunois;2022;81
28278;Nogent-le-Phaye;2022;435
28279;Nogent-le-Roi;2022;879
28280;Nogent-le-Rotrou;2022;2928
28281;Nogent-sur-Eure;2022;105
28282;Nonvilliers-Grandhoux;2022;84
28283;Nottonville;2022;86
28284;Oinville-Saint-Liphard;2022;47
28285;Oinville-sous-Auneau;2022;49
28286;Ollé;2022;97
28287;Orgères-en-Beauce;2022;296
28289;Ormoy;2022;40
28290;Orrouer;2022;43
28291;Ouarville;2022;80
28292;Ouerre;2022;131
28293;Oulins;2022;178
28294;Oysonville;2022;92
28296;Péronville;2022;49
28298;Pierres;2022;700
28299;Les Pinthières;2022;25
28300;Poinville;2022;23
28301;Poisvilliers;2022;55
28302;Pontgouin;2022;215
28303;Poupry;2022;18
28304;Prasville;2022;77
28305;Pré-Saint-Évroult;2022;61
28306;Pré-Saint-Martin;2022;35
28308;Prudemanche;2022;38
28309;Prunay-le-Gillon;2022;198
28310;La Puisaye;2022;64
28312;Puiseux;2022;28
28313;Réclainville;2022;34
28314;Les Ressuintes;2022;39
28315;Revercourt;2022;7
28316;Rohaire;2022;33
28317;Roinville;2022;86
28319;Neuville Saint Denis;2022;101
28321;Rouvres;2022;172
28322;Rueil-la-Gadelière;2022;110
28323;Saint-Ange-et-Torçay;2022;52
28324;Saint-Arnoult-des-Bois;2022;130
28325;Saint-Aubin-des-Bois;2022;199
28326;Saint-Avit-les-Guespières;2022;61
28327;Saint-Bomer;2022;27
28329;Saint-Christophe;2022;60
28330;Villemaury;2022;239
28331;Saintigny;2022;253
28332;Sainte-Gemme-Moronval;2022;160
28333;Saint-Denis-des-Puits;2022;28
28334;Saint-Denis-Lanneray;2022;696
28335;Saint-Éliph;2022;180
28336;Saint-Éman;2022;33
28337;Saint-Georges-sur-Eure;2022;679
28339;Saint-Germain-le-Gaillard;2022;48
28341;Saint-Jean-de-Rebervilliers;2022;53
28342;Saint-Jean-Pierre-Fixte;2022;77
28343;Saint-Laurent-la-Gâtine;2022;92
28344;Saint-Léger-des-Aubées;2022;58
28346;Saint-Lubin-de-Cravant;2022;9
28347;Saint-Lubin-de-la-Haye;2022;152
28348;Saint-Lubin-des-Joncherets;2022;966
28349;Saint-Lucien;2022;61
28350;Saint-Luperce;2022;173
28351;Saint-Maixme-Hauterive;2022;97
28352;Saint-Martin-de-Nigelles;2022;296
28353;Saint-Maur-sur-le-Loir;2022;95
28354;Saint-Maurice-Saint-Germain;2022;59
28355;Saint-Ouen-Marchefroy;2022;65
28357;Saint-Piat;2022;277
28358;Saint-Prest;2022;478
28359;Saint-Rémy-sur-Avre;2022;737
28360;Saint-Sauveur-Marville;2022;161
28362;Saint-Victor-de-Buthon;2022;108
28363;Sainville;2022;163
28364;Sancheville;2022;186
28365;Sandarville;2022;48
28366;Santeuil;2022;43
28367;Santilly;2022;63
28368;La Saucelle;2022;46
28369;Saulnières;2022;96
28370;Saumeray;2022;83
28371;Saussay;2022;208
28372;Senantes;2022;116
28373;Senonches;2022;994
28374;Serazereux;2022;66
28375;Serville;2022;49
28377;Sorel-Moussel;2022;367
28378;Souancé-au-Perche;2022;140
28379;Soulaires;2022;91
28380;Sours;2022;325
28382;Terminiers;2022;148
28383;Theuville;2022;105
28385;Le Thieulin;2022;77
28386;Thimert-Gâtelles;2022;191
28387;Thiron-Gardais;2022;310
28388;Thivars;2022;262
28389;Thiville;2022;90
28390;Tillay-le-Péneux;2022;64
28391;Toury;2022;528
28392;Trancrainville;2022;32
28393;Tremblay-les-Villages;2022;274
28394;Tréon;2022;299
28395;Trizay-Coutretot-Saint-Serge;2022;123
28396;Trizay-lès-Bonneval;2022;63
28397;Umpeau;2022;49
28398;Unverre;2022;280
28400;Varize;2022;46
28401;Vaupillon;2022;98
28403;Ver-lès-Chartres;2022;217
28404;Vernouillet;2022;2561
28405;Vert-en-Drouais;2022;228
28406;Éole-en-Beauce;2022;230
28407;Vichères;2022;81
28408;Vierville;2022;18
28409;Vieuvicq;2022;74
28410;Villampuy;2022;52
28411;Villars;2022;23
28414;Villebon;2022;4
28415;Villemeux-sur-Eure;2022;368
28417;Villiers-le-Morhier;2022;271
28418;Villiers-Saint-Orien;2022;34
28419;Vitray-en-Beauce;2022;52
28421;Voise;2022;29
28422;Les Villages Vovéens;2022;902
28423;Yermenonville;2022;130
28424;Yèvres;2022;533
28425;Ymeray;2022;123
28426;Ymonville;2022;111
29001;Argol;2022;226
29002;Arzano;2022;417
29003;Audierne;2022;1565
29004;Bannalec;2022;1260
29005;Baye;2022;326
29006;Bénodet;2022;1712
29007;Berrien;2022;276
29008;Beuzec-Cap-Sizun;2022;317
29010;Bodilis;2022;237
29011;Bohars;2022;1064
29012;Bolazec;2022;65
29013;Botmeur;2022;54
29014;Botsorhel;2022;111
29015;Bourg-Blanc;2022;766
29016;Brasparts;2022;250
29017;Brélès;2022;144
29018;Brennilis;2022;120
29019;Brest;2022;24786
29020;Briec;2022;1082
29021;Plounéour-Brignogan-plages;2022;748
29022;Camaret-sur-Mer;2022;1043
29023;Carantec;2022;1364
29024;Carhaix-Plouguer;2022;2350
29025;Cast;2022;333
29026;Châteaulin;2022;1134
29027;Châteauneuf-du-Faou;2022;1083
29028;Cléden-Cap-Sizun;2022;432
29029;Cléden-Poher;2022;262
29030;Cléder;2022;1004
29031;Clohars-Carnoët;2022;1534
29032;Clohars-Fouesnant;2022;587
29033;Le Cloître-Pleyben;2022;128
29034;Le Cloître-Saint-Thégonnec;2022;128
29035;Coat-Méal;2022;120
29036;Collorec;2022;152
29037;Combrit;2022;1330
29038;Commana;2022;213
29039;Concarneau;2022;6685
29040;Le Conquet;2022;985
29041;Coray;2022;439
29042;Crozon;2022;2649
29043;Daoulas;2022;425
29044;Dinéault;2022;348
29045;Dirinon;2022;480
29046;Douarnenez;2022;4816
29047;Le Drennec;2022;331
29048;Edern;2022;389
29049;Elliant;2022;637
29051;Ergué-Gabéric;2022;1919
29053;Le Faou;2022;440
29054;La Feuillée;2022;188
