BOR;AN;FI;FI_EJ;GDE;AUT;LIT;PLA;APEC;SEJHC;JOUHC;SEJ3M;JOUHP
SSR;2018;800016735;800000044;SSR_A59;1;27;0;0;;9628;;0
SSR;2018;800016735;800000044;SSR_TOT;;27;0;0;265;9628;13;0
SSR;2018;810000158;810100099;SSR_A;;30;;;385;9214;0;0
SSR;2018;810000158;810100099;SSR_A50;1;30;;0;;9214;;0
SSR;2018;810000158;810100099;SSR_TOT;;30;;0;385;9214;0;0
SSR;2018;810000232;810099903;SSR_A;;104;29;;927;31110;57;6179
SSR;2018;810000232;810099903;SSR_A50;1;5;5;0;;622;;13
SSR;2018;810000232;810099903;SSR_A51;1;44;10;;;16448;;4455
SSR;2018;810000232;810099903;SSR_A52;1;35;14;0;;7864;;1711
SSR;2018;810000232;810099903;SSR_A59;1;20;0;0;;6176;;0
SSR;2018;810000232;810099903;SSR_TOT;;104;29;0;927;31110;57;6179
SSR;2018;810000448;810099945;SSR_A;;38;5;;382;11948;10;1374
SSR;2018;810000448;810099945;SSR_A50;1;38;5;0;;11948;;1374
SSR;2018;810000448;810099945;SSR_TOT;;38;5;0;382;11948;10;1374
SSR;2018;810000513;810000349;SSR_A;;31;8;;311;9239;9;1168
SSR;2018;810000513;810000349;SSR_A50;1;31;8;1;;9239;;1168
SSR;2018;810000513;810000349;SSR_TOT;;31;8;0;311;9239;9;1168
SSR;2018;810000539;810000398;SSR_A;;20;;;266;6341;4;0
SSR;2018;810000539;810000398;SSR_A50;1;20;;0;;6341;;0
SSR;2018;810000539;810000398;SSR_TOT;;20;;0;266;6341;4;0
SSR;2018;810000547;810000380;SSR_A;;40;;;496;13721;15;0
SSR;2018;810000547;810000380;SSR_A50;1;8;;0;;3085;;0
SSR;2018;810000547;810000380;SSR_A52;1;12;;0;;3667;;0
SSR;2018;810000547;810000380;SSR_A59;1;20;;0;;6969;;0
SSR;2018;810000547;810000380;SSR_TOT;;40;;0;496;13721;15;0
SSR;2018;810000562;810000455;SSR_A;;60;5;;702;21027;18;765
SSR;2018;810000562;810000455;SSR_A50;1;20;0;0;;2631;;0
SSR;2018;810000562;810000455;SSR_A51;1;20;5;;;8523;;765
SSR;2018;810000562;810000455;SSR_A59;1;20;0;0;;9873;;0
SSR;2018;810000562;810000455;SSR_TOT;;60;5;0;702;21027;18;765
SSR;2018;810003954;810099903;SSR_A;;72;;;699;23894;23;0
SSR;2018;810003954;810099903;SSR_A50;1;27;;0;;6768;;0
SSR;2018;810003954;810099903;SSR_A59;1;45;;0;;17126;;0
SSR;2018;810003954;810099903;SSR_TOT;;72;;0;699;23894;23;0
SSR;2018;810004200;750056335;SSR_A;;118;;;930;33368;58;0
SSR;2018;810004200;750056335;SSR_A50;1;19;;0;;25607;;0
SSR;2018;810004200;750056335;SSR_A55;1;59;;0;;5233;;0
SSR;2018;810004200;750056335;SSR_A59;1;40;;0;;2528;;0
SSR;2018;810004200;750056335;SSR_TOT;;118;;0;930;33368;58;0
SSR;2018;810099838;810000380;SSR_A;;38;2;;447;12733;7;304
SSR;2018;810099838;810000380;SSR_A51;1;20;0;;;8666;;27
SSR;2018;810099838;810000380;SSR_A52;1;18;2;0;;4067;;277
SSR;2018;810099838;810000380;SSR_TOT;;38;2;0;447;12733;7;304
SSR;2018;810101170;810101162;SSR_A;;53;;;615;18699;28;0
SSR;2018;810101170;810101162;SSR_A50;1;53;;0;;18699;;0
SSR;2018;810101170;810101162;SSR_TOT;;53;;0;615;18699;28;0
SSR;2018;820000032;820000016;SSR_A;;50;10;;542;15730;16;2912
SSR;2018;820000032;820000016;SSR_A50;1;21;;0;;7170;;0
SSR;2018;820000032;820000016;SSR_A51;1;29;5;;;8560;;1645
SSR;2018;820000032;820000016;SSR_A52;1;;5;0;;0;;1267
SSR;2018;820000032;820000016;SSR_TOT;;50;10;0;542;15730;16;2912
SSR;2018;820000198;820004950;SSR_A;;36;;;390;12145;18;0
SSR;2018;820000198;820004950;SSR_A50;1;17;;1;;5430;;0
SSR;2018;820000198;820004950;SSR_A59;1;19;;1;;6715;;0
SSR;2018;820000198;820004950;SSR_TOT;;36;;0;390;12145;18;0
SSR;2018;820000412;820000560;SSR_A;;60;0;;677;18663;0;0
SSR;2018;820000412;820000560;SSR_A50;1;0;0;0;;0;;0
SSR;2018;820000412;820000560;SSR_A58;1;60;0;0;;18663;;0
SSR;2018;820000412;820000560;SSR_TOT;;60;0;0;677;18663;0;0
SSR;2018;820000420;820000206;SSR_A;;33;;;296;10782;11;
SSR;2018;820000420;820000206;SSR_A50;1;33;;0;;10782;;
SSR;2018;820000420;820000206;SSR_TOT;;33;;0;296;10782;11;
SSR;2018;820000461;820000248;SSR_A;;30;0;;436;10732;0;0
SSR;2018;820000461;820000248;SSR_A50;1;30;0;0;;10732;;0
SSR;2018;820000461;820000248;SSR_TOT;;30;0;0;436;10732;0;0
SSR;2018;820002350;820000578;SSR_A;;72;;;1459;28802;0;0
SSR;2018;820002350;820000578;SSR_A50;1;;;0;;0;;0
SSR;2018;820002350;820000578;SSR_A53;1;72;;0;;28802;;0
SSR;2018;820002350;820000578;SSR_TOT;;72;;0;1459;28802;0;0
SSR;2018;820003218;820008142;SSR_A;;100;10;;1276;35760;25;2937
SSR;2018;820003218;820008142;SSR_A50;1;80;5;0;;31525;;1029
SSR;2018;820003218;820008142;SSR_A52;1;20;5;0;;4235;;1908
SSR;2018;820003218;820008142;SSR_TOT;;100;10;0;1276;35760;25;2937
SSR;2018;830000287;830100525;SSR_A;;;8;;0;0;0;2506
SSR;2018;830000287;830100525;SSR_A53;1;;8;0;;0;;2506
SSR;2018;830000287;830100525;SSR_TOT;;;8;0;0;0;0;2506
SSR;2018;830000303;830100541;SSR_A;;257;11;;2653;78681;129;6328
SSR;2018;830000303;830100541;SSR_A50;1;;;0;;0;;0
SSR;2018;830000303;830100541;SSR_A51;1;109;;;;33529;;218
SSR;2018;830000303;830100541;SSR_A52;1;42;;1;;12680;;219
SSR;2018;830000303;830100541;SSR_A53;1;74;11;1;;23663;;5784
SSR;2018;830000303;830100541;SSR_A57;1;32;;1;;8809;;107
SSR;2018;830000303;830100541;SSR_TOT;;257;11;1;2653;78681;129;6328
SSR;2018;830009528;830100566;SSR_A;;30;;;239;10339;28;0
SSR;2018;830009528;830100566;SSR_A50;1;;;0;;0;;0
SSR;2018;830009528;830100566;SSR_A59;1;30;;0;;10339;;0
SSR;2018;830009528;830100566;SSR_TOT;;30;;0;239;10339;28;0
SSR;2018;830016556;830000451;SSR_A;;66;;;628;20783;30;0
SSR;2018;830016556;830000451;SSR_A50;1;66;;0;;20783;;0
SSR;2018;830016556;830000451;SSR_TOT;;66;;0;628;20783;30;0
SSR;2018;830017372;750721235;SSR_A;;50;;;450;17431;46;0
SSR;2018;830017372;750721235;SSR_A50;1;;;0;;0;;0
SSR;2018;830017372;750721235;SSR_A59;1;50;;0;;17431;;0
SSR;2018;830017372;750721235;SSR_TOT;;50;;0;450;17431;46;0
SSR;2018;830100012;750712184;SSR_A;;213;10;;479;68368;192;2777
SSR;2018;830100012;750712184;SSR_A50;1;213;10;0;;68368;;2777
SSR;2018;830100012;750712184;SSR_E;;109;19;;648;35297;126;4526
SSR;2018;830100012;750712184;SSR_E50;1;109;19;0;;35297;;4526
SSR;2018;830100012;750712184;SSR_TOT;;322;29;0;1127;103665;318;7303
SSR;2018;830100087;920030269;SSR_A;;80;10;;1087;23527;2;3204
SSR;2018;830100087;920030269;SSR_A50;1;;;0;;0;;0
SSR;2018;830100087;920030269;SSR_A53;1;80;10;0;;23527;;3204
SSR;2018;830100087;920030269;SSR_TOT;;80;10;0;1087;23527;2;3204
SSR;2018;830100335;920030269;SSR_A;;85;;;556;22650;46;0
SSR;2018;830100335;920030269;SSR_A50;1;45;;0;;8159;;0
SSR;2018;830100335;920030269;SSR_A59;1;40;;0;;14491;;0
SSR;2018;830100335;920030269;SSR_TOT;;85;;0;556;22650;46;0
SSR;2018;830100558;690781810;SSR_A;;135;28;;1041;39821;90;9665
SSR;2018;830100558;690781810;SSR_A50;1;25;;0;;6597;;0
SSR;2018;830100558;690781810;SSR_A51;1;;5;;;0;;2550
SSR;2018;830100558;690781810;SSR_A52;1;43;15;1;;12616;;2509
SSR;2018;830100558;690781810;SSR_A53;0;;;1;;0;;0
SSR;2018;830100558;690781810;SSR_A54;1;15;8;0;;3030;;4606
SSR;2018;830100558;690781810;SSR_A59;1;52;;0;;17578;;0
SSR;2018;830100558;690781810;SSR_E50;1;;;0;;0;;0
SSR;2018;830100558;690781810;SSR_E52;1;;;0;;0;;0
SSR;2018;830100558;690781810;SSR_E54;1;;;0;;0;;0
SSR;2018;830100558;690781810;SSR_TOT;;135;28;0;1041;39821;90;9665
SSR;2018;830100608;830100616;SSR_A;;30;10;;140;9734;44;736
SSR;2018;830100608;830100616;SSR_A50;1;30;10;0;;9734;;736
SSR;2018;830100608;830100616;SSR_TOT;;30;10;0;140;9734;44;736
SSR;2018;830100624;920030913;SSR_A;;140;16;;1337;53383;127;5690
SSR;2018;830100624;920030913;SSR_A51;1;140;16;;;53383;;5690
SSR;2018;830100624;920030913;SSR_TOT;;140;16;0;1337;53383;127;5690
SSR;2018;830100632;250002284;SSR_A;;83;21;;684;24734;60;4935
SSR;2018;830100632;250002284;SSR_A50;1;36;21;0;;9859;;4935
SSR;2018;830100632;250002284;SSR_A51;1;26;;;;7978;;0
SSR;2018;830100632;250002284;SSR_A52;1;21;;0;;6897;;0
SSR;2018;830100632;250002284;SSR_E;;22;5;;205;5526;15;1923
SSR;2018;830100632;250002284;SSR_E50;1;22;5;0;;5526;;1923
SSR;2018;830100632;250002284;SSR_E51;1;;;0;;0;;0
SSR;2018;830100632;250002284;SSR_E52;1;;;0;;0;;0
SSR;2018;830100632;250002284;SSR_E57;1;;;0;;0;;0
SSR;2018;830100632;250002284;SSR_TOT;;105;26;0;889;30260;75;6858
SSR;2018;830100681;750005068;SSR_A;;170;15;;1695;56102;116;5011
SSR;2018;830100681;750005068;SSR_A50;1;70;;0;;22797;;0
SSR;2018;830100681;750005068;SSR_A51;1;54;10;;;17563;;3702
SSR;2018;830100681;750005068;SSR_A52;1;46;5;0;;15742;;1309
SSR;2018;830100681;750005068;SSR_TOT;;170;15;0;1695;56102;116;5011
SSR;2018;830100756;920030269;SSR_A;;54;;;258;8770;15;0
SSR;2018;830100756;920030269;SSR_A58;1;54;;0;;8770;;0
SSR;2018;830100756;920030269;SSR_TOT;;54;;0;258;8770;15;0
SSR;2018;830100764;440052041;SSR_A;;148;;;1485;52648;101;0
SSR;2018;830100764;440052041;SSR_A50;1;20;;0;;8620;;0
SSR;2018;830100764;440052041;SSR_A59;1;128;;0;;44028;;0
SSR;2018;830100764;440052041;SSR_TOT;;148;;0;1485;52648;101;0
SSR;2018;830100806;920030269;SSR_A;;108;16;;955;42232;59;9829
SSR;2018;830100806;920030269;SSR_A50;1;46;;0;;15871;;0
SSR;2018;830100806;920030269;SSR_A51;1;54;16;;;23452;;9829
SSR;2018;830100806;920030269;SSR_A52;1;8;;0;;2909;;0
SSR;2018;830100806;920030269;SSR_A55;0;;;1;;0;;0
SSR;2018;830100806;920030269;SSR_E;;;2;;0;4;0;118
SSR;2018;830100806;920030269;SSR_E51;1;;2;0;;4;;118
SSR;2018;830100806;920030269;SSR_TOT;;108;18;0;955;42236;59;9947
SSR;2018;830100814;920030269;SSR_A;;98;10;;938;34709;72;4396
SSR;2018;830100814;920030269;SSR_A50;1;64;;0;;21639;;0
SSR;2018;830100814;920030269;SSR_A51;1;34;10;;;13070;;4396
SSR;2018;830100814;920030269;SSR_TOT;;98;10;0;938;34709;72;4396
SSR;2018;830100822;830000477;SSR_E;;100;15;;254;35235;179;2460
SSR;2018;830100822;830000477;SSR_E50;1;;;0;;0;;0
SSR;2018;830100822;830000477;SSR_E55;1;100;15;1;;35235;;2460
SSR;2018;830100822;830000477;SSR_TOT;;100;15;0;254;35235;179;2460
SSR;2018;830100855;830000493;SSR_A;;177;;;1755;61902;103;0
SSR;2018;830100855;830000493;SSR_A50;1;72;;0;;15379;;0
SSR;2018;830100855;830000493;SSR_A59;1;105;;0;;46523;;0
SSR;2018;830100855;830000493;SSR_TOT;;177;;0;1755;61902;103;0
SSR;2018;830100863;920030913;SSR_A;;40;12;;349;14590;16;1876
SSR;2018;830100863;920030913;SSR_A55;1;40;12;1;;14590;;1876
SSR;2018;830100863;920030913;SSR_TOT;;40;12;0;349;14590;16;1876
SSR;2018;830100871;830000519;SSR_A;;0;;;398;10517;4;0
SSR;2018;830100871;830000519;SSR_A50;1;0;;0;;10517;;0
SSR;2018;830100871;830000519;SSR_TOT;;0;;0;398;10517;4;0
SSR;2018;830101010;830000568;SSR_E;;40;;;76;9861;46;0
SSR;2018;830101010;830000568;SSR_E50;1;40;;0;;9861;;0
SSR;2018;830101010;830000568;SSR_TOT;;40;;0;76;9861;46;0
SSR;2018;830101408;830000659;SSR_A;;86;;;959;29233;7;0
SSR;2018;830101408;830000659;SSR_A50;1;86;;0;;29233;;0
SSR;2018;830101408;830000659;SSR_TOT;;86;;0;959;29233;7;0
SSR;2018;830200507;830013678;SSR_A;;80;;;812;25004;19;0
SSR;2018;830200507;830013678;SSR_A50;1;;;0;;0;;0
SSR;2018;830200507;830013678;SSR_A59;1;80;;0;;25004;;0
SSR;2018;830200507;830013678;SSR_TOT;;80;;0;812;25004;19;0
SSR;2018;830202743;830100616;SSR_A;;88;;;662;29979;93;0
SSR;2018;830202743;830100616;SSR_A50;1;12;;0;;4056;;0
SSR;2018;830202743;830100616;SSR_A59;1;76;;0;;25923;;0
SSR;2018;830202743;830100616;SSR_TOT;;88;;0;662;29979;93;0
SSR;2018;830206298;830100517;SSR_A;;30;;;279;8265;15;0
SSR;2018;830206298;830100517;SSR_A50;1;30;;0;;8265;;0
SSR;2018;830206298;830100517;SSR_TOT;;30;;0;279;8265;15;0
SSR;2018;830206397;830017893;SSR_A;;;72;;0;0;0;30488
SSR;2018;830206397;830017893;SSR_A50;1;;;0;;0;;0
SSR;2018;830206397;830017893;SSR_A51;1;;72;;;0;;30488
SSR;2018;830206397;830017893;SSR_TOT;;;72;0;0;0;0;30488
SSR;2018;830206983;830008819;SSR_A;;30;;;320;9531;5;0
SSR;2018;830206983;830008819;SSR_A50;1;30;;0;;9531;;0
SSR;2018;830206983;830008819;SSR_TOT;;30;;0;320;9531;5;0
SSR;2018;840000202;130037815;SSR_A;;60;;;611;20016;25;0
SSR;2018;840000202;130037815;SSR_A50;1;30;;0;;11053;;0
SSR;2018;840000202;130037815;SSR_A59;1;30;;1;;8963;;0
SSR;2018;840000202;130037815;SSR_TOT;;60;;0;611;20016;25;0
SSR;2018;840000343;840000012;SSR_A;;30;;;316;11769;19;0
SSR;2018;840000343;840000012;SSR_A50;1;30;;0;;11769;;0
SSR;2018;840000343;840000012;SSR_A59;1;;;0;;0;;0
SSR;2018;840000343;840000012;SSR_TOT;;30;;0;316;11769;19;0
SSR;2018;840000376;840000038;SSR_A;;25;;;244;6912;1;0
SSR;2018;840000376;840000038;SSR_A50;1;25;;0;;6912;;0
SSR;2018;840000376;840000038;SSR_TOT;;25;;0;244;6912;1;0
SSR;2018;840000418;840004659;SSR_A;;13;;;265;6570;5;0
SSR;2018;840000418;840004659;SSR_A50;1;3;;1;;2090;;0
SSR;2018;840000418;840004659;SSR_A59;1;10;;0;;4480;;0
SSR;2018;840000418;840004659;SSR_TOT;;13;;0;265;6570;5;0
SSR;2018;840000426;840000061;SSR_A;;20;;;255;5357;0;0
SSR;2018;840000426;840000061;SSR_A50;1;20;;0;;5357;;0
SSR;2018;840000426;840000061;SSR_TOT;;20;;0;255;5357;0;0
SSR;2018;840000434;840000079;SSR_A;;40;;;294;6589;2;0
SSR;2018;840000434;840000079;SSR_A50;1;40;;0;;6589;;0
SSR;2018;840000434;840000079;SSR_TOT;;40;;0;294;6589;2;0
SSR;2018;840000483;840000087;SSR_A;;25;;;298;8778;9;0
SSR;2018;840000483;840000087;SSR_A50;1;;;0;;0;;0
SSR;2018;840000483;840000087;SSR_A59;1;25;;0;;8778;;0
SSR;2018;840000483;840000087;SSR_TOT;;25;;0;298;8778;9;0
SSR;2018;840000491;130041916;SSR_A;;37;;;438;12924;10;0
SSR;2018;840000491;130041916;SSR_A59;1;37;;0;;12924;;0
SSR;2018;840000491;130041916;SSR_TOT;;37;;0;438;12924;10;0
SSR;2018;840000517;840000103;SSR_A;;8;;;118;3264;1;0
SSR;2018;840000517;840000103;SSR_A50;1;8;;0;;3264;;0
SSR;2018;840000517;840000103;SSR_TOT;;8;;0;118;3264;1;0
SSR;2018;840000525;840000111;SSR_A;;30;5;;324;9253;5;990
SSR;2018;840000525;840000111;SSR_A50;1;;;0;;0;;0
SSR;2018;840000525;840000111;SSR_A51;1;30;5;;;9253;;990
SSR;2018;840000525;840000111;SSR_TOT;;30;5;0;324;9253;5;990
SSR;2018;840000533;840000129;SSR_A;;25;;;329;7716;4;0
SSR;2018;840000533;840000129;SSR_A50;1;25;;1;;7716;;0
SSR;2018;840000533;840000129;SSR_TOT;;25;;0;329;7716;4;0
SSR;2018;840000558;840004659;SSR_A;;61;;;597;18674;22;0
SSR;2018;840000558;840004659;SSR_A50;1;14;;0;;6949;;0
SSR;2018;840000558;840004659;SSR_A54;1;47;;0;;11725;;0
SSR;2018;840000558;840004659;SSR_TOT;;61;;0;597;18674;22;0
SSR;2018;840001861;840006597;SSR_A;;109;8;;1426;38465;29;1429
SSR;2018;840001861;840006597;SSR_A50;1;;;0;;0;;0
SSR;2018;840001861;840006597;SSR_A51;1;18;5;;;6811;;731
SSR;2018;840001861;840006597;SSR_A52;1;12;3;0;;3466;;698
SSR;2018;840001861;840006597;SSR_A59;1;79;0;0;;28188;;0
SSR;2018;840001861;840006597;SSR_TOT;;109;8;0;1426;38465;29;1429
SSR;2018;840014088;750056335;SSR_A;;107;10;;1088;41105;93;12995
SSR;2018;840014088;750056335;SSR_A50;1;53;;0;;13877;;0
SSR;2018;840014088;750056335;SSR_A51;1;15;5;;;10106;;5981
SSR;2018;840014088;750056335;SSR_A52;1;39;5;0;;17122;;7014
SSR;2018;840014088;750056335;SSR_TOT;;107;10;0;1088;41105;93;12995
SSR;2018;840014849;920030269;SSR_A;;89;10;;1023;28602;13;6338
SSR;2018;840014849;920030269;SSR_A50;1;45;;0;;14047;;0
SSR;2018;840014849;920030269;SSR_A53;1;44;10;0;;14555;;6338
SSR;2018;840014849;920030269;SSR_TOT;;89;10;0;1023;28602;13;6338
SSR;2018;840017214;840018667;SSR_A;;50;13;;584;17306;9;11136
SSR;2018;840017214;840018667;SSR_A50;1;;;0;;0;;0
SSR;2018;840017214;840018667;SSR_A51;1;50;13;;;17306;;11136
SSR;2018;840017214;840018667;SSR_TOT;;50;13;0;584;17306;9;11136
SSR;2018;850000118;850013244;SSR_A;;24;4;;259;6481;2;1951
SSR;2018;850000118;850013244;SSR_A50;1;24;;0;;6481;;0
SSR;2018;850000118;850013244;SSR_A55;1;;4;0;;0;;1951
SSR;2018;850000118;850013244;SSR_TOT;;24;4;0;259;6481;2;1951
SSR;2018;850000142;850000019;SSR_A;;75;8;;629;26730;71;4139
SSR;2018;850000142;850000019;SSR_A50;1;50;;0;;22025;;0
SSR;2018;850000142;850000019;SSR_A51;1;;1;;;0;;1167
SSR;2018;850000142;850000019;SSR_A52;1;;1;0;;0;;768
SSR;2018;850000142;850000019;SSR_A53;1;;5;0;;0;;1586
SSR;2018;850000142;850000019;SSR_A54;1;;1;0;;0;;618
SSR;2018;850000142;850000019;SSR_A59;1;25;;0;;4705;;0
SSR;2018;850000142;850000019;SSR_TOT;;75;8;0;629;26730;71;4139
SSR;2018;850000183;850000035;SSR_A;;47;;;446;13624;19;0
SSR;2018;850000183;850000035;SSR_A50;1;47;;0;;13624;;0
SSR;2018;850000183;850000035;SSR_TOT;;47;;0;446;13624;19;0
SSR;2018;850000191;850000043;SSR_A;;6;;;90;1792;1;0
SSR;2018;850000191;850000043;SSR_A50;1;6;;0;;1792;;0
SSR;2018;850000191;850000043;SSR_TOT;;6;;0;90;1792;1;0
SSR;2018;850000209;850000019;SSR_A;;91;8;;877;28974;42;3493
SSR;2018;850000209;850000019;SSR_A50;1;46;;0;;15824;;0
SSR;2018;850000209;850000019;SSR_A51;1;22;5;;;9380;;2421
SSR;2018;850000209;850000019;SSR_A52;1;23;3;0;;3770;;1072
SSR;2018;850000209;850000019;SSR_A58;0;;;1;;0;;0
SSR;2018;850000209;850000019;SSR_A59;1;;;0;;0;;0
SSR;2018;850000209;850000019;SSR_TOT;;91;8;0;877;28974;42;3493
SSR;2018;850000225;850000019;SSR_A;;37;;;313;12735;25;0
SSR;2018;850000225;850000019;SSR_A50;1;37;;0;;12735;;0
SSR;2018;850000225;850000019;SSR_TOT;;37;;0;313;12735;25;0
SSR;2018;850000233;850009010;SSR_A;;39;;;365;12966;25;0
SSR;2018;850000233;850009010;SSR_A50;1;39;;0;;12966;;0
SSR;2018;850000233;850009010;SSR_TOT;;39;;0;365;12966;25;0
SSR;2018;850000241;850000084;SSR_A;;50;;;530;17852;39;0
SSR;2018;850000241;850000084;SSR_A50;1;30;;0;;10683;;0
SSR;2018;850000241;850000084;SSR_A59;1;20;;0;;7169;;0
SSR;2018;850000241;850000084;SSR_TOT;;50;;0;530;17852;39;0
SSR;2018;850000357;850026378;SSR_A;;72;14;;754;22065;28;5184
SSR;2018;850000357;850026378;SSR_A50;1;15;;1;;5048;;0
SSR;2018;850000357;850026378;SSR_A51;1;28;7;;;8490;;2900
SSR;2018;850000357;850026378;SSR_A52;1;29;7;1;;8527;;2284
SSR;2018;850000357;850026378;SSR_E;;1;1;;1;32;0;29
SSR;2018;850000357;850026378;SSR_E50;0;;;1;;;;
SSR;2018;850000357;850026378;SSR_E51;1;1;1;0;;32;;29
SSR;2018;850000357;850026378;SSR_TOT;;73;15;1;755;22097;28;5213
SSR;2018;850000399;750005068;SSR_A;;113;;;936;35381;77;0
SSR;2018;850000399;750005068;SSR_A50;1;113;;0;;35381;;0
SSR;2018;850000399;750005068;SSR_TOT;;113;;0;936;35381;77;0
SSR;2018;850000647;850025867;SSR_A;;43;;;570;15152;14;0
SSR;2018;850000647;850025867;SSR_A50;1;43;;0;;15152;;0
SSR;2018;850000647;850025867;SSR_TOT;;43;;0;570;15152;14;0
SSR;2018;850002130;850007048;SSR_A;;10;7;;191;1376;0;1519
SSR;2018;850002130;850007048;SSR_A58;1;10;7;0;;1376;;1519
SSR;2018;850002130;850007048;SSR_TOT;;10;7;0;191;1376;0;1519
SSR;2018;850002395;850013244;SSR_A;;42;;;490;14949;13;0
SSR;2018;850002395;850013244;SSR_A50;1;42;;0;;14949;;0
SSR;2018;850002395;850013244;SSR_TOT;;42;;0;490;14949;13;0
SSR;2018;850002403;750721334;SSR_A;;100;12;;785;27094;69;3685
SSR;2018;850002403;750721334;SSR_A50;1;6;;0;;1624;;0
SSR;2018;850002403;750721334;SSR_A51;1;57;7;;;14171;;2103
SSR;2018;850002403;750721334;SSR_A52;1;37;5;0;;11299;;1582
SSR;2018;850002403;750721334;SSR_TOT;;100;12;0;785;27094;69;3685
SSR;2018;850005224;850007048;SSR_A;;25;;;180;7526;1;0
SSR;2018;850005224;850007048;SSR_A58;1;25;;0;;7526;;0
SSR;2018;850005224;850007048;SSR_TOT;;25;;0;180;7526;1;0
SSR;2018;850022013;850000100;SSR_A;;15;;;151;5040;5;0
SSR;2018;850022013;850000100;SSR_A50;1;15;;0;;5040;;0
SSR;2018;850022013;850000100;SSR_TOT;;15;;0;151;5040;5;0
SSR;2018;860000025;860013382;SSR_A;;55;4;;537;20016;37;943
SSR;2018;860000025;860013382;SSR_A50;1;15;;0;;5627;;0
SSR;2018;860000025;860013382;SSR_A59;1;40;4;0;;14389;;943
SSR;2018;860000025;860013382;SSR_TOT;;55;4;0;537;20016;37;943
SSR;2018;860000033;860013382;SSR_A;;25;;;359;8773;8;0
SSR;2018;860000033;860013382;SSR_A50;1;25;;0;;8773;;0
SSR;2018;860000033;860013382;SSR_TOT;;25;;0;359;8773;8;0
SSR;2018;860000058;860014208;SSR_A;;28;;;381;10025;7;0
SSR;2018;860000058;860014208;SSR_A50;1;28;;0;;10025;;0
SSR;2018;860000058;860014208;SSR_TOT;;28;;0;381;10025;7;0
SSR;2018;860000223;860014208;SSR_A;;133;8;;2904;43920;52;2455
SSR;2018;860000223;860014208;SSR_A50;1;;;0;;353;;0
SSR;2018;860000223;860014208;SSR_A51;1;8;;;;1710;;1
SSR;2018;860000223;860014208;SSR_A52;1;24;8;0;;7442;;2454
SSR;2018;860000223;860014208;SSR_A59;1;101;;0;;34415;;0
SSR;2018;860000223;860014208;SSR_TOT;;133;8;0;2904;43920;52;2455
SSR;2018;860009208;860009158;SSR_A;;40;30;;623;13581;1;9893
SSR;2018;860009208;860009158;SSR_A53;1;40;24;0;;13581;;8444
SSR;2018;860009208;860009158;SSR_A54;1;;6;0;;0;;1449
SSR;2018;860009208;860009158;SSR_TOT;;40;30;0;623;13581;1;9893
SSR;2018;860011014;860014208;SSR_A;;35;;;340;12560;15;0
SSR;2018;860011014;860014208;SSR_A50;1;35;;0;;12560;;0
SSR;2018;860011014;860014208;SSR_TOT;;35;;0;340;12560;15;0
SSR;2018;860011410;860012913;SSR_A;;;10;;0;0;0;3022
SSR;2018;860011410;860012913;SSR_A50;1;;10;0;;0;;3022
SSR;2018;860011410;860012913;SSR_TOT;;;10;0;0;0;0;3022
SSR;2018;860780436;870015336;SSR_A;;74;;;792;22827;27;0
SSR;2018;860780436;870015336;SSR_A50;1;63;;0;;19494;;0
SSR;2018;860780436;870015336;SSR_A57;1;11;;0;;3333;;0
SSR;2018;860780436;870015336;SSR_TOT;;74;;0;792;22827;27;0
SSR;2018;860790419;860003110;SSR_A;;77;10;;867;26579;52;5027
SSR;2018;860790419;860003110;SSR_A50;1;;10;0;;0;;5027
SSR;2018;860790419;860003110;SSR_A51;1;39;;;;13131;;0
SSR;2018;860790419;860003110;SSR_A59;1;38;;0;;13448;;0
SSR;2018;860790419;860003110;SSR_TOT;;77;10;0;867;26579;52;5027
SSR;2018;860791268;310021365;SSR_A;;84;;;808;27352;58;0
SSR;2018;860791268;310021365;SSR_A50;1;42;;0;;27352;;0
SSR;2018;860791268;310021365;SSR_A59;1;42;;0;;0;;0
SSR;2018;860791268;310021365;SSR_TOT;;84;;0;808;27352;58;0
SSR;2018;860793405;860793397;SSR_A;;70;;;398;22358;9;0
SSR;2018;860793405;860793397;SSR_A58;1;70;;0;;22358;;0
SSR;2018;860793405;860793397;SSR_TOT;;70;;0;398;22358;9;0
SSR;2018;870000064;870000015;SSR_A;;;8;;0;0;0;4582
SSR;2018;870000064;870000015;SSR_A50;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_A51;1;;;;;0;;0
SSR;2018;870000064;870000015;SSR_A52;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_A53;1;;5;0;;0;;3973
SSR;2018;870000064;870000015;SSR_A54;1;;3;0;;0;;609
SSR;2018;870000064;870000015;SSR_A55;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_A56;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_A57;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_A59;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_E51;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_E52;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_E56;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_E57;1;;;0;;0;;0
SSR;2018;870000064;870000015;SSR_TOT;;;8;0;0;0;0;4582
