BOR,AN,420,FI_EJ,LIT_MED,JLI_MED,SEJHC_MED,SEJ0_MED,JOU_MED,LIT_CHI,JLI_CHI,SEJHC_CHI,SEJ0_CHI,JOU_CHI,LIT_OBS,JLI_OBS,SEJHC_OBS,SEJ0_OBS,JOU_OBS,LIT_MCO,JLI_MCO,SEJHC_MCO,SEJ0_MCO,JOU_MCO,PLA_MED,SEJHP_MED,PLAN_MED,SEJN_MED,SEA_MED,PLA_CHI,SEJHP_CHI,PLA_OBS,SEJHP_OBS,PLAN_OBS,SEJN_OBS,PLA_MCO,SEJHP_MCO,PLAN_MCO,SEJN_MCO,SEA_MCO,PCAR,PDER,PEND,PGAS,PNEU,PPED,PPNE,PRHU,POPH,DEND,DNEU,DPED,DOPH,ACTCLI_PM,ACTCLI_SAG,ACTTEC_PM,ACTTEC_DEN,ACTTEC_SAG,ACTTEC_PNM
MCO,2018,750150252,750720575,18,6570,1101,2,4493,,,0,0,0,,,0,0,0,18,6570,1101,2,4493,2,148,,,20918,,0,,0,,,2,148,,,20918,0,0,0,0,0,0,1,0,0,,,,,918,,172,,,
MCO,2018,750150260,750006728,25,5880,278,4,4449,0,0,0,0,0,37,13505,2785,180,9733,62,19385,3063,184,14182,2,253,,,10,,0,6,1268,,,8,1521,,,10,0,0,0,0,0,0,0,0,0,,,,,19942,7335,8982,,78586,
MCO,2018,750150286,570010181,40,14600,590,11,11086,,,0,0,0,,,0,0,0,40,14600,590,11,11086,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,750150344,750720468,36,13140,601,8,9271,,,0,0,0,,,0,0,0,36,13140,601,8,9271,0,0,0,0,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
MCO,2018,750150377,750721334,24,8760,626,10,7583,,,0,0,0,,,0,0,0,24,8760,626,10,7583,0,0,0,0,0,,0,,0,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,,,,656,,854,0,0,0
MCO,2018,750160012,750813321,87,31755,3935,27,25974,63,20727,3605,36,12429,,,0,0,0,150,52482,7540,63,38403,7,2659,,,81241,14,4887,,0,,,21,7546,,,81241,1,1,1,1,1,1,1,0,1,,,,,80609,0,51785,0,0,18398
MCO,2018,750300014,750000564,,,0,0,0,17,6205,1655,199,2271,,,0,0,0,17,6205,1655,199,2271,,0,,,0,20,12243,,0,,,20,12243,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,750300071,750000598,10,3650,228,0,3237,96,35040,5578,6,21200,0,0,0,0,0,106,38690,5806,6,24437,0,0,0,0,0,52,18813,0,0,0,0,52,18813,0,0,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300089,750000606,,,0,0,0,62,22630,2771,3,7360,,,0,0,0,62,22630,2771,3,7360,,0,0,0,0,15,3809,,0,,,15,3809,0,0,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300097,750813305,,,0,0,0,7,2233,1069,351,772,,,0,0,0,7,2233,1069,351,772,,0,,,16,24,3767,,0,,,24,3767,,,16,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,750300121,750052037,,,0,0,0,58,21170,2746,0,7704,,,0,0,0,58,21170,2746,0,7704,0,1,,,5157,41,9378,,0,,,41,9379,,,5157,,,,,,,,,,,,,,,,,,,
MCO,2018,750300139,750000655,2,730,6515,5095,3700,51,18615,1937,0,4773,0,0,0,0,0,53,19345,8452,5095,8473,0,0,,,13016,25,1992,0,0,,,25,1992,,,13016,,,,,,,,,,,,,,,,,,,
MCO,2018,750300154,750000671,34,10948,2425,46,6622,91,29302,6092,144,13642,,,0,0,0,125,40250,8517,190,20264,19,175,,,27827,40,15881,,0,,,59,16056,,,27827,,,,,,,,,,,,,,,,,,,
MCO,2018,750300360,750026569,10,3650,428,1,3681,97,35405,7720,17,16504,,,0,0,0,107,39055,8148,18,20185,,0,,,4118,28,20962,,0,,,28,20962,,,4118,,,,,,,,,,,,,,,,,,,
MCO,2018,750300410,750000770,19,6574,1011,3,7049,18,5940,397,1,589,16,5840,860,9,2884,53,18354,2268,13,10522,7,1849,,,32,5,1035,6,627,,,18,3511,,,32,,,,,,,,,,,,,,,,,,,
MCO,2018,750300493,750000796,,,0,0,0,72,16924,3328,21,15099,,,0,0,0,72,16924,3328,21,15099,,0,,,2,10,1767,,0,,,10,1767,,,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,750300550,750000812,,,0,0,0,22,5060,856,0,1129,,,0,0,0,22,5060,856,0,1129,,0,,,0,24,6878,,0,,,24,6878,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300592,750000820,,,0,0,0,58,19546,2153,16,4138,,,0,0,0,58,19546,2153,16,4138,,0,,,0,20,6022,,0,,,20,6022,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,750300667,750000838,6,2019,168,3,1451,,,0,0,0,56,18980,3450,75,18083,62,20999,3618,78,19534,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300741,750000861,,,0,0,0,20,4700,1688,162,1974,,,0,0,0,20,4700,1688,162,1974,4,1529,,,1,15,4467,,0,,,19,5996,,,1,,,,,,,,,,,,,,,,,,,
MCO,2018,750300766,750056145,61,22265,2433,31,22646,59,21535,3182,36,7962,,,0,0,0,120,43800,5615,67,30608,0,1,,,4274,23,7635,,0,,,23,7636,,,4274,,,,,,,,,,,,,,,,,,,
MCO,2018,750300774,750000895,,,0,0,0,75,24900,3416,1,11101,,,0,0,0,75,24900,3416,1,11101,,0,,,0,37,9823,,0,,,37,9823,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300840,750000903,,,0,0,0,30,10110,2172,15,3488,24,8760,1182,0,4663,54,18870,3354,15,8151,,0,,,0,28,8419,0,86,,,28,8505,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300857,750000911,,,0,0,0,47,15500,906,7,3076,,,0,0,0,47,15500,906,7,3076,,0,,,0,5,918,,0,,,5,918,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300881,750000937,,,0,0,0,47,16779,3305,387,5303,,,0,0,0,47,16779,3305,387,5303,,0,,,0,21,11760,,0,,,21,11760,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750300915,750000960,12,4380,322,0,2403,66,24090,3927,89,8308,,,0,0,0,78,28470,4249,89,10711,1,6,,,16711,23,7955,,0,,,24,7961,,,16711,,,,,,,,,,,,,,,,,,,
MCO,2018,750300931,750000978,,,0,0,0,4,1460,66,0,149,29,10585,1100,0,4384,33,12045,1166,0,4533,,0,,,0,7,725,1,85,,,8,810,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,750301137,750001034,69,16790,4000,36,17749,44,16060,1484,1,5492,,,0,0,0,113,32850,5484,37,23241,6,2499,,,3042,20,2947,,0,,,26,5446,,,3042,,,,,,,,,,,,,,,,,,,
MCO,2018,750301145,750001042,37,13505,2511,0,11134,52,18980,2370,0,7294,0,,0,0,0,89,32485,4881,0,18428,20,8811,,,51,20,6047,1,216,,,41,15074,,,51,,,,,,,,,,,,,,,,,,,
MCO,2018,750301160,750001067,5,1825,6,0,758,110,40150,3125,3,10781,,,0,0,0,115,41975,3131,3,11539,,0,,,0,16,3305,,0,,,16,3305,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750790164,750008310,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,0,2,189,,0,,,2,189,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,750801441,750712184,46,16785,1290,10,16362,,,0,0,0,,,0,0,0,46,16785,1290,10,16362,15,3276,,,0,,0,,0,,,15,3276,,,0,1,0,0,0,1,0,0,0,0,,35,,,3037,,1881,,,0
MCO,2018,750803447,750712184,435,158775,22066,1119,140773,265,96725,11752,164,74621,21,7665,1077,27,4791,721,263165,34895,1310,220185,76,12504,,,49813,16,4523,1,895,,,93,17922,,,49813,1,1,0,1,0,0,1,1,1,,,,,149123,4,64365,5,,44845
MCO,2018,750803454,750712184,240,87743,13385,2598,67415,41,14803,3650,562,10316,59,21432,4770,423,19425,340,123978,21805,3583,97156,26,7175,,,9489,15,4508,4,968,,,45,12651,,,9489,1,1,1,1,1,1,1,0,1,91,91,48,58,124934,19568,98731,1941,7038,63855
MCO,2018,750829053,750000655,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,3300,,0,,0,,,,0,,,3300,,,,,,,,,,,,,,,,,,,
MCO,2018,760000018,760780023,198,69802,10866,503,63725,54,19464,3257,151,14272,20,7300,1414,51,5340,272,96566,15537,705,83337,24,985,,,12854,8,3083,1,199,,,33,4267,,,12854,1,1,1,1,0,1,1,1,0,,,,,61921,8724,59942,3,5313,10588
MCO,2018,760000042,760780056,20,8532,1074,160,7595,,,0,0,0,,,0,0,0,20,8532,1074,160,7595,0,0,,,17,,0,,0,,,0,0,,,17,1,0,1,0,0,0,0,1,0,60,,,,4164,,1295,,,28
MCO,2018,760000059,760780064,15,5475,318,1,4945,,,0,0,0,,,0,0,0,15,5475,318,1,4945,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,760000141,760780239,105,38325,6577,2622,38499,,,0,0,0,,,0,0,0,105,38325,6577,2622,38499,5,165,,,51,,0,,0,,,5,165,,,51,1,1,1,0,0,1,1,0,1,,,,,18283,329,25328,4286,,4128
MCO,2018,760000158,760780239,680,237693,55436,15509,222225,410,144887,20243,379,117769,91,33215,5658,753,23396,1181,415795,81337,16641,363390,80,16313,,,20699,52,12602,2,686,,,134,29601,,,20699,1,1,1,1,1,1,1,1,1,,,,,339629,14505,218575,984,,81350
MCO,2018,760000166,760780247,102,36031,2952,132,31200,23,8163,800,106,4011,0,0,0,0,0,125,44194,3752,238,35211,0,927,,,65354,8,1833,0,0,,,8,2760,,,65354,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,760000174,760780254,15,5475,357,5,4633,,,0,0,0,,,0,0,0,15,5475,357,5,4633,,0,,,19,,0,,0,,,,0,,,19,,,,,,,,,,,,,,,,18,,,
MCO,2018,760000182,760780262,14,5110,755,4,4405,8,2920,2268,9,8479,53,19345,3616,356,14148,75,27375,6639,369,27032,,0,,,55,2,498,4,1585,,,6,2083,,,55,0,0,1,0,0,1,0,0,0,26,,28,,24799,12039,6277,0,13452,75
MCO,2018,760000356,760780726,19,6935,304,0,5743,,,0,0,0,,,0,0,0,19,6935,304,0,5743,4,862,,,0,,0,,0,,,4,862,,,0,1,0,1,0,1,0,0,0,0,100,45,,,6821,33,8558,3588,32,195
MCO,2018,760000364,760780734,98,35770,5275,178,32648,,,0,0,0,19,6935,1077,1,3701,117,42705,6352,179,36349,,0,,,1072,,0,1,520,,,1,520,,,1072,1,1,1,0,0,1,1,1,0,124,,,,13976,2127,20750,,4027,421
MCO,2018,760000372,760780742,56,19390,4162,1045,18190,,,0,0,0,22,8030,981,32,3612,78,27420,5143,1077,21802,8,837,,,1328,52,0,2,376,,,62,1213,,,1328,1,0,0,0,0,0,1,1,0,,,,,14609,3578,11991,,2984,911
MCO,2018,760000463,760024042,184,64822,10806,509,58018,56,20440,4089,545,15676,36,13140,2440,100,9508,276,98402,17335,1154,83202,13,954,,,13744,20,2801,3,757,,,36,4512,,,13744,1,1,1,1,1,1,1,1,0,,,,,50488,5093,42386,689,9052,11269
MCO,2018,760021329,760000448,134,48910,6813,462,41285,102,37230,5006,0,17905,20,8030,876,32,3277,256,94170,12695,494,62467,0,2,,,29191,66,12467,,0,,,66,12469,,,29191,,,,,,,,,,,,,,,,,,,
MCO,2018,760025312,760000315,32,11680,843,32,6498,99,32976,5639,0,15482,53,19345,3090,0,13962,184,64001,9572,32,35942,,0,,,4540,90,22188,1,128,,,91,22316,,,4540,,,,,,,,,,,,,,,,,,,
MCO,2018,760027292,760027300,20,7300,742,36,5378,87,31755,1924,25,6781,,,0,0,0,107,39055,2666,61,12159,,0,0,,1523,30,4814,,0,,,30,4814,0,,1523,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,760780197,760000117,,,0,0,0,,,0,0,0,28,10220,1477,591,3380,28,10220,1477,591,3380,,0,,,178,,0,2,26,,,2,26,,,178,,,,,,,,,,,,,,,,,,,
MCO,2018,760780205,760000125,,,0,0,0,44,16060,1459,4,5233,,,0,0,0,44,16060,1459,4,5233,,0,,,0,7,2285,,0,,,7,2285,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,760780510,760000257,21,7665,2248,321,7428,133,48545,4903,149,17220,,,0,0,0,154,56210,7151,470,24648,5,41,,,1539,18,9110,,0,,,23,9151,,,1539,,,,,,,,,,,,,,,,,,,
MCO,2018,760780619,760000307,52,18980,5264,34,19127,84,30660,5003,0,14497,,,0,0,0,136,49640,10267,34,33624,15,1948,,,7438,35,12374,,0,,,50,14322,,,7438,,,,,,,,,,,,,,,,,,,
MCO,2018,760780668,760000331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,24,2862,0,0,0,0,24,2862,0,0,84,,,,,,,,,,,,,,,,,,,
MCO,2018,760780783,760000406,5,1825,170,0,1339,30,10950,1422,76,5459,0,0,0,0,0,35,12775,1592,76,6798,0,0,0,0,63,24,2846,0,0,0,0,24,2846,0,0,63,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
MCO,2018,760780791,760000414,37,12410,2846,1413,10554,87,31755,3059,19,8882,1,365,20,20,0,125,44530,5925,1452,19436,4,1,,,7074,47,6297,0,0,,,51,6298,,,7074,,,,,,,,,,,,,,,,,,,
MCO,2018,760780825,760000430,,,0,0,0,56,20440,2041,223,6179,,,0,0,0,56,20440,2041,223,6179,,0,,,0,12,2749,,0,,,12,2749,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,760783035,750721334,13,4745,307,4,2142,,,0,0,0,,,0,0,0,13,4745,307,4,2142,,0,,,9092,,0,,0,,,,0,,,9092,0,0,0,0,0,0,0,0,0,,,,,1359,,,,,
MCO,2018,760783159,760000851,20,7300,1082,2,6227,,,0,0,0,,,0,0,0,20,7300,1082,2,6227,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,760783522,760780239,126,43920,6157,95,44892,,,0,0,0,,,0,0,0,126,43920,6157,95,44892,22,9263,4,796,14330,,0,,0,,,26,9263,4,796,14330,0,0,1,0,0,0,1,0,0,,,,,28274,,21030,,,9751
MCO,2018,760805770,760780726,456,160140,24467,2973,138029,104,37951,6559,717,28062,64,23177,4358,524,16980,624,221268,35384,4214,183071,33,3501,4,533,20215,25,4776,4,79,,,66,8356,4,533,20215,1,1,1,1,1,1,1,1,1,90,45,64,250,114232,13687,83066,598,15903,41871
MCO,2018,760921809,760000273,22,8030,3027,373,15260,137,50005,7029,147,25367,,,0,0,0,159,58035,10056,520,40627,2,118,,,19844,49,11995,,0,,,51,12113,,,19844,,,,,,,,,,,,,,,,,,,
MCO,2018,770000131,770021145,169,61685,6380,276,49197,28,10220,1257,72,6688,18,6570,1054,71,3479,215,78475,8691,419,59364,9,1243,,,1686,10,1288,1,318,,,20,2849,,,1686,1,1,1,1,1,1,1,1,1,,,,,29413,1959,46591,,1187,6544
MCO,2018,770000149,770021152,143,52195,6775,697,43358,30,10950,1455,41,6882,34,12410,2826,345,9418,207,75555,11056,1083,59658,13,691,,,4208,15,1799,6,497,,,34,2987,,,4208,1,0,1,1,1,1,1,1,1,60,,40,60,34132,1947,27302,,3895,8698
MCO,2018,770000156,770110054,258,87047,12678,1408,76161,30,10950,1908,78,8347,69,21929,4198,353,15903,357,119926,18784,1839,100411,14,116,,,13036,7,775,1,372,,,22,1263,,,13036,1,1,1,1,1,1,1,1,1,,,,,41253,5363,18799,586,6119,8996
MCO,2018,770000164,770021152,117,40068,4755,415,34315,22,8030,1293,117,5586,15,5475,1295,335,3462,154,53573,7343,867,43363,6,516,,,1187,10,1727,,0,,,16,2243,,,1187,1,1,1,1,0,1,1,1,1,150,,30,75,30301,2424,30884,,2387,7785
MCO,2018,770000172,770110070,114,38020,6275,971,35721,36,13140,1980,18,10075,15,5475,983,85,3495,165,56635,9238,1074,49291,7,362,1,187,1254,10,3129,3,46,,,21,3537,1,187,1254,1,0,1,1,0,1,1,1,1,135,,60,210,26520,4299,23095,,2371,14313
MCO,2018,770000180,770110054,33,11739,589,0,8551,,,0,0,0,,,0,0,0,33,11739,589,0,8551,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,770000214,770021152,75,27375,3250,203,23066,,,0,0,0,,,0,0,0,75,27375,3250,203,23066,5,473,,,910,,0,,0,,,5,473,,,910,1,0,0,1,1,0,1,1,1,,,30,125,8657,,15909,,,2775
MCO,2018,770000446,770021145,278,97820,12429,829,91672,98,35770,4522,686,19925,48,17520,3883,38,16908,424,151110,20834,1553,128505,20,2603,,,20392,10,1763,1,1175,,,31,5541,,,20392,1,1,1,1,1,1,1,1,1,,,,,75187,3579,102034,,14750,22579
MCO,2018,770016087,770016137,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,,0,,,11225,,0,,0,,,,0,,,11225,,,,,,,,,,,,,,,,,,,
MCO,2018,770019032,770021145,283,103295,16714,2638,85571,68,24820,3518,117,17332,47,17155,4636,169,15203,398,145270,24868,2924,118106,29,2773,,,5826,17,1677,1,1302,,,47,5752,,,5826,1,0,1,1,0,1,1,0,1,,,,,82398,3961,79410,2,16776,7054
MCO,2018,770020477,750720468,98,33168,2316,23,22577,,,0,0,0,,,0,0,0,98,33168,2316,23,22577,10,2451,,,20620,,0,,0,,,10,2451,,,20620,1,1,1,1,1,0,1,1,0,60,62,,,14703,,2088,314,,1040
MCO,2018,770300010,770004299,71,25915,2568,305,25156,45,16425,1785,33,8014,0,,0,0,0,116,42340,4353,338,33170,,0,,,1140,26,7469,0,7,,,26,7476,,,1140,,,,,,,,,,,,,,,,,,,
MCO,2018,770300135,770000289,49,17885,2881,48,13076,58,21170,1943,599,5393,,,0,0,0,107,39055,4824,647,18469,3,853,,,0,6,2131,,0,,,9,2984,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,770300143,770000362,7,2555,67,0,532,123,44895,3763,62,15035,0,0,0,0,0,130,47450,3830,62,15567,0,0,,,3940,65,7913,0,0,,,65,7913,,,3940,,,,,,,,,,,,,,,,,,,
MCO,2018,770300192,770000313,4,367,1,0,11,24,2476,1019,33,2739,,,0,0,0,28,2843,1020,33,2750,0,0,,,152,20,4383,,0,,,20,4383,,,152,,,,,,,,,,,,,,,,,,,
MCO,2018,770300275,770000289,6,2190,151,0,1228,48,17520,1606,0,4037,0,0,0,0,0,54,19710,1757,0,5265,8,3600,,,1431,36,2639,0,0,,,44,6239,,,1431,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,770300283,770000362,5,640,0,0,0,31,3968,786,22,2258,,,0,0,0,36,4608,786,22,2258,,0,,,45,30,2274,,0,,,30,2274,,,45,,,,,,,,,,,,,,,,,,,
MCO,2018,770790707,770000719,24,8760,1419,346,8022,58,21170,2051,13,7976,24,8760,688,13,2749,106,38690,4158,372,18747,,0,,,11604,27,5984,,0,,,27,5984,,,11604,,,,,,,,,,,,,,,,,,,
MCO,2018,770813400,770001014,24,8760,387,11,3427,29,10585,1992,14,5185,,,0,0,0,53,19345,2379,25,8612,,0,,,2431,20,6436,,0,,,20,6436,,,2431,,,,,,,,,,,,,,,,,,,
MCO,2018,780000287,780110011,217,79205,11598,1329,68817,40,14600,1716,206,7462,33,12045,3272,250,11302,290,105850,16586,1785,87581,30,2359,,,7114,15,3823,0,314,,,45,6496,,,7114,1,1,1,1,1,1,1,1,1,,,,,52963,3884,67314,12,2504,23692
MCO,2018,780000295,780002697,86,31390,4068,438,25112,40,14600,2346,117,10201,16,5475,1215,47,4264,142,51465,7629,602,39577,10,1335,,,172,7,2048,1,231,,,18,3614,,,172,1,0,1,1,0,0,1,1,1,,,,,35517,4354,18968,204,3484,7038
MCO,2018,780000303,780024113,52,18980,1477,8,16415,,,0,0,0,,,0,0,0,52,18980,1477,8,16415,3,294,,,0,,0,,0,,,3,294,,,0,1,1,0,0,1,0,0,1,1,,7,,15,436,0,197,79,0,0
MCO,2018,780000311,780001236,216,78840,16109,4686,67841,64,23360,4601,1915,15783,80,29200,7502,1742,25186,360,131400,28212,8343,108810,21,914,,,14129,10,0,3,0,,,34,914,,,14129,1,0,0,1,1,1,0,1,1,,,,,62522,6691,51852,455,8839,16804
MCO,2018,780000329,780110052,115,44602,7222,761,39432,20,9170,1442,40,6324,24,8664,1937,49,6861,159,62436,10601,850,52617,24,3109,,,10516,10,1683,1,298,,,35,5090,,,10516,1,0,1,1,0,1,1,1,1,130,,45,135,38574,3185,24093,4,1864,2815
MCO,2018,780000337,780001236,105,38325,6306,1467,33198,15,5400,3128,2569,987,0,,1339,1339,0,120,43725,10773,5375,34185,22,423,,,27572,16,0,6,0,,,44,423,,,27572,1,1,1,1,1,0,1,0,1,,,,,44333,388,31897,27,343,9892
MCO,2018,780000345,780110078,,,0,0,0,,,0,0,0,,,0,0,0,,,0,0,0,1,247,,,3,,0,,0,,,1,247,,,3,,,,,,,,,,,,,,393,0,312,0,0,1
MCO,2018,780000378,780130027,25,9125,592,14,6149,,,0,0,0,,,0,0,0,25,9125,592,14,6149,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,780000386,780021788,30,10950,472,2,6310,,,0,0,0,,,0,0,0,30,10950,472,2,6310,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,780008298,920030269,15,5475,85,1,1013,,,0,0,0,,,0,0,0,15,5475,85,1,1013,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,780018727,780018719,30,8260,649,0,6283,20,6600,1136,0,3543,24,8760,946,13,4126,74,23620,2731,13,13952,2,6,,,11194,17,4404,,0,,,19,4410,,,11194,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,780022737,780000675,38,13870,696,35,9235,0,0,0,0,0,0,0,0,0,0,38,13870,696,35,9235,12,49,0,0,12,0,0,0,0,0,0,12,49,0,0,12,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
MCO,2018,780140018,750005068,31,11315,650,5,9954,,,0,0,0,,,0,0,0,31,11315,650,5,9954,,0,,,0,,0,,0,,,,0,,,0,0,1,1,0,1,0,0,0,0,,,,,,,,,,
MCO,2018,780150017,750005068,2,730,18,0,105,,,0,0,0,,,0,0,0,2,730,18,0,105,,0,,,12483,,0,,0,,,,0,,,12483,1,0,1,0,0,0,0,0,0,,,,,1362,,101,,,
MCO,2018,780150033,780020715,16,5840,203,2,4029,,,0,0,0,,,0,0,0,16,5840,203,2,4029,,0,,,0,,0,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,780150066,780808614,90,32850,3513,0,35354,,,0,0,0,,,0,0,0,90,32850,3513,0,35354,2,11,,,1465,,0,,0,,,2,11,,,1465,,,,,,,,,,,,,,,,,,,
MCO,2018,780300075,780000485,120,43800,4281,156,18874,0,0,0,0,0,,,0,0,0,120,43800,4281,156,18874,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,780300125,780000535,6,2190,136,1,1392,59,21535,2595,85,12400,,,0,0,0,65,23725,2731,86,13792,,0,,,1,27,7270,,0,,,27,7270,,,1,,,,,,,,,,,,,,,,,,,
MCO,2018,780300208,780000576,25,9125,522,7,3376,32,10272,1671,9,4944,26,9490,903,24,3248,83,28887,3096,40,11568,6,1,,,560,41,7548,,1,,,47,7550,,,560,,,,,,,,,,,,,,,,,,,
MCO,2018,780300323,780003679,15,5475,1277,188,6483,73,22630,4579,16,17120,44,15695,1384,17,5601,132,43800,7240,221,29204,0,0,0,0,58,24,5348,0,0,0,0,24,5348,0,0,58,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,780300364,780003679,,,0,0,0,28,10220,977,2,1327,,,0,0,0,28,10220,977,2,1327,,0,,,0,37,14016,,0,,,37,14016,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
MCO,2018,780300406,780018032,60,21900,3437,326,17688,76,27740,4409,43,19543,29,9490,1099,17,4670,165,59130,8945,386,41901,,0,,,0,32,9558,1,24,,,33,9582,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,780300414,780000675,78,28470,3669,155,35243,76,27740,3952,63,14608,0,0,0,0,0,154,56210,7621,218,49851,0,0,0,0,19439,30,13032,0,0,0,0,30,13032,0,0,19439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCO,2018,780300422,780002259,76,27740,3499,537,19676,104,37960,5244,0,20316,15,5475,847,20,3642,195,71175,9590,557,43634,1,47,,,18909,44,17565,1,49,,,46,17661,,,18909,,,,,,,,,,,,,,,,,,,
MCO,2018,780300455,780000717,23,8395,970,303,2849,29,10585,10663,9154,3459,,,0,0,0,52,18980,11633,9457,6308,1,3,,,77,29,385,,0,,,30,388,,,77,,,,,,,,,,,,,,,,,,,
MCO,2018,780630026,750803900,1,365,43,0,578,,,0,0,0,,,0,0,0,1,365,43,0,578,8,1643,,,0,,0,,0,,,8,1643,,,0,1,0,1,0,0,1,0,0,0,,,30,,75,,2515,,,
MCO,2018,780800256,780110078,363,126313,24504,4413,111890,86,31164,4611,119,21949,51,18481,4429,99,16476,500,175958,33544,4631,150315,13,3687,3,675,9755,15,3810,3,1238,,,34,8735,3,675,9755,1,0,1,1,1,1,1,1,1,,,,,114057,686,129238,894,8139,36191
MCO,2018,790000087,790000012,352,123282,20017,2148,109461,117,41679,6362,393,29424,41,14965,2550,223,8895,510,179926,28929,2764,147780,32,1267,,,40651,30,5762,4,382,,,66,7411,,,40651,1,1,1,1,1,1,1,1,1,85,242,66,66,113144,8570,98422,902,6307,38250
MCO,2018,790000095,790006654,0,4680,1183,213,6506,0,7555,1207,57,4612,0,3438,419,8,1663,0,15673,2809,278,12781,0,44,,,120,0,1151,0,123,,,0,1318,,,120,0,0,0,0,0,0,0,0,0,,,,,9305,1381,14963,,472,1032
MCO,2018,790000103,790006654,0,5592,1045,197,6778,,,0,0,0,,,0,0,0,0,5592,1045,197,6778,,0,,,0,,0,,0,,,,0,,,0,0,0,1,0,0,0,0,0,1,,,,,7702,1101,12829,,613,1851
MCO,2018,790000111,790019491,20,5862,437,14,5890,,,0,0,0,,,0,0,0,20,5862,437,14,5890,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,790000137,790019491,12,3706,254,0,3613,,,0,0,0,,,0,0,0,12,3706,254,0,3613,,0,,,0,,0,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,,
MCO,2018,790003537,790006654,6,11641,2116,206,12948,,2594,509,39,1781,0,0,0,0,0,6,14235,2625,245,14729,,542,,,487,,525,,0,,,,1067,,,487,0,0,0,0,0,0,0,0,0,,,,,9130,1866,11325,0,1660,1506
MCO,2018,790009948,790001242,48,17520,3594,934,12604,87,31755,4048,129,14817,16,5840,583,14,2263,151,55115,8225,1077,29684,4,10,,,291,34,8732,,0,,,38,8742,,,291,,,,,,,,,,,,,,,,,,,
