BEN_RES_DPT,sej_type,type_parcours,SSR_TYPE,nb
13,PTG,DERMA + ORL,DOM,2
13,PTG,DERMA + ORL,HC,2
17,PTH,DERMA + ORL,DOM,2
31,PTG,DERMA + ORL,DOM,2
33,PTG,DERMA + ORL,HC,2
35,PTH,DERMA + ORL,HC,2
44,PTG,DERMA + ORL,DOM,2
57,PTH,DERMA + ORL,DOM,2
59,PTG,DERMA + ORL,HC,2
66,PTH,DERMA + ORL,DOM,2
71,PTH,DERMA + ORL,HC,2
74,PTG,DERMA + ORL,DOM,2
75,PTH,DERMA + ORL,DOM,2
76,PTH,DERMA + ORL,DOM,2
77,PTG,DERMA + ORL,DOM,2
83,PTG,DERMA + ORL,DOM,2
83,PTG,DERMA + ORL,HC,2
89,PTG,DERMA + ORL,HC,2
91,PTH,DERMA + ORL,HC,2
92,PTG,DERMA + ORL,DOM,2
95,PTH,DERMA + ORL,DOM,2
1,PTH,DERMA + ORL,HC,1
2,PTH,DERMA + ORL,DOM,1
3,PTG,DERMA + ORL,HDJ,1
3,PTH,DERMA + ORL,DOM,1
4,PTG,DERMA + ORL,DOM,1
5,PTG,DERMA + ORL,HC,1
5,PTH,DERMA + ORL,HC,1
6,PTG,DERMA + ORL,DOM,1
6,PTG,DERMA + ORL,HC,1
6,PTH,DERMA + ORL,,1
10,PTG,DERMA + ORL,HC,1
11,PTH,DERMA + ORL,DOM,1
12,PTH,DERMA + ORL,DOM,1
13,PTG,DERMA + ORL,HDJ,1
13,PTH,DERMA + ORL,DOM,1
13,PTH,DERMA + ORL,HDJ,1
14,PTH,DERMA + ORL,DOM,1
14,PTH,DERMA + ORL,HC,1
17,PTG,DERMA + ORL,DOM,1
17,PTH,DERMA + ORL,,1
18,PTG,DERMA + ORL,DOM,1
20,PTG,DERMA + ORL,HC,1
21,PTH,DERMA + ORL,DOM,1
22,PTG,DERMA + ORL,DOM,1
22,PTG,DERMA + ORL,HC,1
24,PTG,DERMA + ORL,DOM,1
25,PTG,DERMA + ORL,DOM,1
26,PTG,DERMA + ORL,DOM,1
27,PTH,DERMA + ORL,HC,1
28,PTG,DERMA + ORL,HC,1
29,PTG,DERMA + ORL,DOM,1
29,PTG,DERMA + ORL,HC,1
29,PTH,DERMA + ORL,DOM,1
29,PTH,DERMA + ORL,HC,1
30,PTG,DERMA + ORL,HC,1
31,PTH,DERMA + ORL,DOM,1
31,PTH,DERMA + ORL,HC,1
33,PTH,DERMA + ORL,DOM,1
33,PTH,DERMA + ORL,HC,1
34,PTG,DERMA + ORL,DOM,1
35,PTG,DERMA + ORL,DOM,1
35,PTH,DERMA + ORL,DOM,1
37,PTH,DERMA + ORL,DOM,1
38,PTH,DERMA + ORL,DOM,1
40,PTG,DERMA + ORL,HDJ,1
40,PTH,DERMA + ORL,HC,1
41,PTG,DERMA + ORL,DOM,1
44,PTG,DERMA + ORL,HC,1
44,PTG,DERMA + ORL,HDJ,1
44,PTH,DERMA + ORL,DOM,1
44,PTH,DERMA + ORL,HC,1
44,PTH,DERMA + ORL,HC_HDJ,1
45,PTH,DERMA + ORL,DOM,1
46,PTG,DERMA + ORL,HC,1
49,PTG,DERMA + ORL,DOM,1
50,PTH,DERMA + ORL,,1
57,PTG,DERMA + ORL,HC,1
57,PTG,DERMA + ORL,HDJ,1
61,PTG,DERMA + ORL,HC,1
62,PTG,DERMA + ORL,HC,1
62,PTH,DERMA + ORL,DOM,1
63,PTG,DERMA + ORL,HC,1
64,PTH,DERMA + ORL,DOM,1
66,PTG,DERMA + ORL,HC,1
67,PTG,DERMA + ORL,HC,1
67,PTH,DERMA + ORL,HC,1
68,PTG,DERMA + ORL,DOM,1
68,PTG,DERMA + ORL,HC,1
68,PTG,DERMA + ORL,HDJ,1
69,PTG,DERMA + ORL,DOM,1
70,PTG,DERMA + ORL,DOM,1
71,PTG,DERMA + ORL,HC,1
71,PTH,DERMA + ORL,DOM,1
73,PTH,DERMA + ORL,DOM,1
74,PTG,DERMA + ORL,HC,1
74,PTH,DERMA + ORL,DOM,1
76,PTG,DERMA + ORL,DOM,1
77,PTG,DERMA + ORL,HC,1
78,PTG,DERMA + ORL,DOM,1
80,PTH,DERMA + ORL,DOM,1
83,PTH,DERMA + ORL,,1
83,PTH,DERMA + ORL,HC,1
84,PTG,DERMA + ORL,HC,1
84,PTH,DERMA + ORL,DOM,1
84,PTH,DERMA + ORL,HC,1
85,PTH,DERMA + ORL,DOM,1
85,PTH,DERMA + ORL,HC,1
86,PTH,DERMA + ORL,DOM,1
87,PTH,DERMA + ORL,HC,1
88,PTG,DERMA + ORL,DOM,1
88,PTG,DERMA + ORL,HC,1
88,PTH,DERMA + ORL,DOM,1
91,PTG,DERMA + ORL,HC,1
91,PTH,DERMA + ORL,DOM,1
91,PTH,DERMA + ORL,HDJ,1
92,PTG,DERMA + ORL,HC,1
92,PTG,DERMA + ORL,HDJ,1
92,PTH,DERMA + ORL,DOM,1
93,PTH,DERMA + ORL,HC,1
94,PTG,DERMA + ORL,DOM,1
95,PTG,DERMA + ORL,HC,1
99,PTG,DERMA + ORL,HC,1
99,PTH,DERMA + ORL,DOM,1
13,PTH,DERMA + ORL + RHUMA,DOM,3
45,PTG,DERMA + ORL + RHUMA,HC_HDJ,2
62,PTG,DERMA + ORL + RHUMA,DOM,2
75,PTH,DERMA + ORL + RHUMA,DOM,2
76,PTG,DERMA + ORL + RHUMA,DOM,2
83,PTG,DERMA + ORL + RHUMA,HDJ,2
2,PTH,DERMA + ORL + RHUMA,DOM,1
8,PTG,DERMA + ORL + RHUMA,DOM,1
8,PTH,DERMA + ORL + RHUMA,DOM,1
10,PTH,DERMA + ORL + RHUMA,DOM,1
17,PTH,DERMA + ORL + RHUMA,HC,1
18,PTH,DERMA + ORL + RHUMA,DOM,1
26,PTH,DERMA + ORL + RHUMA,HC,1
31,PTH,DERMA + ORL + RHUMA,DOM,1
32,PTG,DERMA + ORL + RHUMA,HC,1
32,PTH,DERMA + ORL + RHUMA,HC,1
34,PTG,DERMA + ORL + RHUMA,DOM,1
35,PTG,DERMA + ORL + RHUMA,DOM,1
42,PTG,DERMA + ORL + RHUMA,HC,1
56,PTG,DERMA + ORL + RHUMA,HC,1
57,PTG,DERMA + ORL + RHUMA,HC_HDJ,1
57,PTH,DERMA + ORL + RHUMA,HC,1
59,PTH,DERMA + ORL + RHUMA,DOM,1
60,PTH,DERMA + ORL + RHUMA,DOM,1
62,PTG,DERMA + ORL + RHUMA,,1
63,PTG,DERMA + ORL + RHUMA,HDJ,1
67,PTG,DERMA + ORL + RHUMA,DOM,1
67,PTG,DERMA + ORL + RHUMA,HDJ,1
67,PTH,DERMA + ORL + RHUMA,DOM,1
69,PTG,DERMA + ORL + RHUMA,HC_HDJ,1
71,PTG,DERMA + ORL + RHUMA,DOM,1
75,PTG,DERMA + ORL + RHUMA,HC,1
77,PTH,DERMA + ORL + RHUMA,DOM,1
78,PTG,DERMA + ORL + RHUMA,HC,1
79,PTH,DERMA + ORL + RHUMA,DOM,1
81,PTG,DERMA + ORL + RHUMA,DOM,1
87,PTG,DERMA + ORL + RHUMA,DOM,1
91,PTH,DERMA + ORL + RHUMA,DOM,1
92,PTH,DERMA + ORL + RHUMA,DOM,1
92,PTH,DERMA + ORL + RHUMA,HC,1
93,PTH,DERMA + ORL + RHUMA,DOM,1
95,PTG,DERMA + ORL + RHUMA,HC,1
29,PTG,DERMA + ORL + RHUMA + URO,DOM,1
54,PTG,DERMA + ORL + RHUMA + URO,DOM,1
57,PTG,DERMA + ORL + RHUMA + URO,,1
68,PTH,DERMA + ORL + RHUMA + URO,DOM,1
83,PTH,DERMA + ORL + RHUMA + URO,DOM,1
13,PTG,DERMA + ORL + URO,HC,1
30,PTG,DERMA + ORL + URO,DOM,1
54,PTH,DERMA + ORL + URO,HC_HDJ,1
59,PTH,DERMA + ORL + URO,HC,1
76,PTH,DERMA + ORL + URO,DOM,1
83,PTG,DERMA + ORL + URO,,1
86,PTG,DERMA + ORL + URO,HC,1
38,PTG,DERMA + RHUMA,DOM,16
38,PTH,DERMA + RHUMA,DOM,16
67,PTG,DERMA + RHUMA,DOM,13
51,PTH,DERMA + RHUMA,DOM,12
92,PTH,DERMA + RHUMA,DOM,12
75,PTH,DERMA + RHUMA,DOM,11
13,PTG,DERMA + RHUMA,HC,10
13,PTH,DERMA + RHUMA,HC,10
29,PTH,DERMA + RHUMA,DOM,10
59,PTG,DERMA + RHUMA,HC,10
54,PTH,DERMA + RHUMA,DOM,9
57,PTH,DERMA + RHUMA,DOM,9
62,PTH,DERMA + RHUMA,DOM,9
67,PTH,DERMA + RHUMA,DOM,9
13,PTH,DERMA + RHUMA,DOM,7
30,PTH,DERMA + RHUMA,HC,7
33,PTG,DERMA + RHUMA,DOM,7
33,PTH,DERMA + RHUMA,DOM,7
35,PTH,DERMA + RHUMA,DOM,7
44,PTG,DERMA + RHUMA,HC,7
69,PTH,DERMA + RHUMA,DOM,7
77,PTH,DERMA + RHUMA,DOM,7
94,PTH,DERMA + RHUMA,DOM,7
2,PTH,DERMA + RHUMA,DOM,6
6,PTH,DERMA + RHUMA,DOM,6
17,PTH,DERMA + RHUMA,DOM,6
30,PTG,DERMA + RHUMA,HC,6
33,PTG,DERMA + RHUMA,HC,6
34,PTH,DERMA + RHUMA,HC,6
51,PTG,DERMA + RHUMA,DOM,6
57,PTG,DERMA + RHUMA,HC,6
59,PTH,DERMA + RHUMA,DOM,6
63,PTH,DERMA + RHUMA,DOM,6
71,PTH,DERMA + RHUMA,DOM,6
78,PTG,DERMA + RHUMA,HC,6
83,PTH,DERMA + RHUMA,DOM,6
1,PTG,DERMA + RHUMA,DOM,5
13,PTG,DERMA + RHUMA,DOM,5
22,PTH,DERMA + RHUMA,DOM,5
27,PTH,DERMA + RHUMA,DOM,5
31,PTH,DERMA + RHUMA,DOM,5
41,PTG,DERMA + RHUMA,HC,5
44,PTH,DERMA + RHUMA,DOM,5
54,PTG,DERMA + RHUMA,DOM,5
54,PTG,DERMA + RHUMA,HC,5
56,PTH,DERMA + RHUMA,DOM,5
57,PTG,DERMA + RHUMA,DOM,5
59,PTG,DERMA + RHUMA,DOM,5
59,PTH,DERMA + RHUMA,HC,5
62,PTG,DERMA + RHUMA,DOM,5
68,PTH,DERMA + RHUMA,DOM,5
76,PTH,DERMA + RHUMA,DOM,5
78,PTH,DERMA + RHUMA,DOM,5
93,PTH,DERMA + RHUMA,DOM,5
3,PTG,DERMA + RHUMA,DOM,4
3,PTH,DERMA + RHUMA,DOM,4
6,PTG,DERMA + RHUMA,HC,4
6,PTH,DERMA + RHUMA,HC,4
21,PTG,DERMA + RHUMA,HC,4
25,PTG,DERMA + RHUMA,DOM,4
29,PTH,DERMA + RHUMA,HC,4
31,PTG,DERMA + RHUMA,HC,4
34,PTH,DERMA + RHUMA,DOM,4
42,PTH,DERMA + RHUMA,DOM,4
51,PTG,DERMA + RHUMA,HC,4
64,PTH,DERMA + RHUMA,DOM,4
69,PTG,DERMA + RHUMA,DOM,4
74,PTG,DERMA + RHUMA,HC,4
74,PTH,DERMA + RHUMA,DOM,4
75,PTG,DERMA + RHUMA,DOM,4
75,PTG,DERMA + RHUMA,HC,4
75,PTH,DERMA + RHUMA,HC,4
77,PTG,DERMA + RHUMA,DOM,4
78,PTH,DERMA + RHUMA,HC,4
85,PTG,DERMA + RHUMA,DOM,4
92,PTG,DERMA + RHUMA,HC,4
92,PTH,DERMA + RHUMA,HC,4
93,PTH,DERMA + RHUMA,HC,4
94,PTG,DERMA + RHUMA,HC,4
94,PTH,DERMA + RHUMA,HC,4
95,PTG,DERMA + RHUMA,HC,4
95,PTH,DERMA + RHUMA,HC,4
17,PTG,DERMA + RHUMA,DOM,3
17,PTG,DERMA + RHUMA,HC,3
30,PTH,DERMA + RHUMA,DOM,3
35,PTG,DERMA + RHUMA,DOM,3
35,PTG,DERMA + RHUMA,HC,3
37,PTG,DERMA + RHUMA,DOM,3
38,PTH,DERMA + RHUMA,HC,3
40,PTH,DERMA + RHUMA,DOM,3
45,PTH,DERMA + RHUMA,DOM,3
50,PTG,DERMA + RHUMA,DOM,3
50,PTH,DERMA + RHUMA,DOM,3
60,PTH,DERMA + RHUMA,HC,3
69,PTG,DERMA + RHUMA,HC,3
69,PTH,DERMA + RHUMA,HC,3
71,PTG,DERMA + RHUMA,DOM,3
71,PTG,DERMA + RHUMA,HC,3
72,PTH,DERMA + RHUMA,DOM,3
78,PTG,DERMA + RHUMA,DOM,3
80,PTH,DERMA + RHUMA,DOM,3
83,PTG,DERMA + RHUMA,DOM,3
84,PTH,DERMA + RHUMA,DOM,3
87,PTG,DERMA + RHUMA,DOM,3
91,PTH,DERMA + RHUMA,DOM,3
92,PTG,DERMA + RHUMA,DOM,3
93,PTG,DERMA + RHUMA,DOM,3
2,PTG,DERMA + RHUMA,HC,2
2,PTH,DERMA + RHUMA,HC,2
3,PTH,DERMA + RHUMA,HC,2
4,PTH,DERMA + RHUMA,HC,2
6,PTG,DERMA + RHUMA,DOM,2
7,PTG,DERMA + RHUMA,HC,2
7,PTH,DERMA + RHUMA,DOM,2
10,PTG,DERMA + RHUMA,DOM,2
11,PTG,DERMA + RHUMA,DOM,2
13,PTG,DERMA + RHUMA,,2
14,PTG,DERMA + RHUMA,HDJ,2
16,PTG,DERMA + RHUMA,DOM,2
21,PTH,DERMA + RHUMA,DOM,2
22,PTG,DERMA + RHUMA,DOM,2
22,PTH,DERMA + RHUMA,HC,2
24,PTG,DERMA + RHUMA,DOM,2
25,PTG,DERMA + RHUMA,HC,2
25,PTH,DERMA + RHUMA,DOM,2
28,PTG,DERMA + RHUMA,HC,2
31,PTH,DERMA + RHUMA,HC,2
32,PTG,DERMA + RHUMA,DOM,2
32,PTH,DERMA + RHUMA,HC,2
34,PTG,DERMA + RHUMA,DOM,2
34,PTG,DERMA + RHUMA,HC,2
34,PTH,DERMA + RHUMA,,2
36,PTH,DERMA + RHUMA,DOM,2
37,PTH,DERMA + RHUMA,HC,2
38,PTG,DERMA + RHUMA,HC,2
39,PTG,DERMA + RHUMA,DOM,2
39,PTH,DERMA + RHUMA,DOM,2
40,PTG,DERMA + RHUMA,DOM,2
41,PTH,DERMA + RHUMA,DOM,2
43,PTH,DERMA + RHUMA,DOM,2
44,PTG,DERMA + RHUMA,DOM,2
47,PTH,DERMA + RHUMA,DOM,2
47,PTH,DERMA + RHUMA,HC,2
49,PTG,DERMA + RHUMA,DOM,2
49,PTH,DERMA + RHUMA,DOM,2
53,PTH,DERMA + RHUMA,DOM,2
54,PTH,DERMA + RHUMA,HC,2
57,PTG,DERMA + RHUMA,HDJ,2
57,PTH,DERMA + RHUMA,HC,2
60,PTG,DERMA + RHUMA,HC,2
62,PTH,DERMA + RHUMA,,2
63,PTG,DERMA + RHUMA,DOM,2
63,PTH,DERMA + RHUMA,HC,2
66,PTH,DERMA + RHUMA,DOM,2
67,PTH,DERMA + RHUMA,HC,2
68,PTG,DERMA + RHUMA,DOM,2
68,PTH,DERMA + RHUMA,HC,2
69,PTG,DERMA + RHUMA,HC_HDJ,2
73,PTG,DERMA + RHUMA,DOM,2
74,PTG,DERMA + RHUMA,DOM,2
75,PTG,DERMA + RHUMA,HDJ,2
76,PTG,DERMA + RHUMA,DOM,2
76,PTG,DERMA + RHUMA,HC,2
76,PTH,DERMA + RHUMA,HC,2
77,PTG,DERMA + RHUMA,HC,2
79,PTH,DERMA + RHUMA,DOM,2
81,PTH,DERMA + RHUMA,DOM,2
83,PTH,DERMA + RHUMA,,2
85,PTH,DERMA + RHUMA,DOM,2
85,PTH,DERMA + RHUMA,HC,2
87,PTH,DERMA + RHUMA,DOM,2
88,PTG,DERMA + RHUMA,HC,2
91,PTG,DERMA + RHUMA,HC,2
91,PTG,DERMA + RHUMA,HC_HDJ,2
95,PTH,DERMA + RHUMA,DOM,2
97,PTG,DERMA + RHUMA,HC,2
1,PTH,DERMA + RHUMA,DOM,1
2,PTG,DERMA + RHUMA,DOM,1
4,PTH,DERMA + RHUMA,,1
6,PTG,DERMA + RHUMA,,1
7,PTH,DERMA + RHUMA,HC,1
8,PTG,DERMA + RHUMA,HC,1
9,PTH,DERMA + RHUMA,DOM,1
11,PTH,DERMA + RHUMA,DOM,1
12,PTH,DERMA + RHUMA,DOM,1
12,PTH,DERMA + RHUMA,HC,1
13,PTG,DERMA + RHUMA,HC_HDJ,1
13,PTG,DERMA + RHUMA,HDJ,1
13,PTH,DERMA + RHUMA,HC_HDJ,1
14,PTG,DERMA + RHUMA,DOM,1
14,PTG,DERMA + RHUMA,HC,1
14,PTH,DERMA + RHUMA,,1
15,PTG,DERMA + RHUMA,DOM,1
15,PTG,DERMA + RHUMA,HC,1
15,PTH,DERMA + RHUMA,DOM,1
15,PTH,DERMA + RHUMA,HC,1
16,PTH,DERMA + RHUMA,DOM,1
18,PTH,DERMA + RHUMA,DOM,1
21,PTG,DERMA + RHUMA,DOM,1
22,PTG,DERMA + RHUMA,HC,1
23,PTG,DERMA + RHUMA,HC,1
23,PTG,DERMA + RHUMA,HDJ,1
23,PTH,DERMA + RHUMA,DOM,1
23,PTH,DERMA + RHUMA,HC,1
24,PTH,DERMA + RHUMA,DOM,1
24,PTH,DERMA + RHUMA,HC,1
25,PTH,DERMA + RHUMA,HC,1
26,PTG,DERMA + RHUMA,DOM,1
26,PTG,DERMA + RHUMA,HC,1
27,PTG,DERMA + RHUMA,HC,1
28,PTG,DERMA + RHUMA,DOM,1
28,PTH,DERMA + RHUMA,DOM,1
29,PTG,DERMA + RHUMA,,1
29,PTG,DERMA + RHUMA,DOM,1
29,PTG,DERMA + RHUMA,HC,1
29,PTG,DERMA + RHUMA,HC_HDJ,1
29,PTG,DERMA + RHUMA,HDJ,1
30,PTG,DERMA + RHUMA,DOM,1
30,PTG,DERMA + RHUMA,HDJ,1
31,PTG,DERMA + RHUMA,DOM,1
31,PTG,DERMA + RHUMA,HC_HDJ,1
31,PTH,DERMA + RHUMA,HC_HDJ,1
32,PTH,DERMA + RHUMA,DOM,1
33,PTH,DERMA + RHUMA,HC,1
35,PTG,DERMA + RHUMA,,1
35,PTH,DERMA + RHUMA,HC,1
37,PTG,DERMA + RHUMA,HC,1
37,PTH,DERMA + RHUMA,DOM,1
38,PTG,DERMA + RHUMA,HDJ,1
40,PTG,DERMA + RHUMA,HC,1
41,PTG,DERMA + RHUMA,DOM,1
42,PTG,DERMA + RHUMA,DOM,1
42,PTG,DERMA + RHUMA,HC,1
42,PTG,DERMA + RHUMA,HDJ,1
44,PTH,DERMA + RHUMA,HC,1
45,PTG,DERMA + RHUMA,,1
45,PTG,DERMA + RHUMA,DOM,1
45,PTH,DERMA + RHUMA,HC,1
46,PTH,DERMA + RHUMA,DOM,1
50,PTG,DERMA + RHUMA,HC,1
50,PTH,DERMA + RHUMA,HC,1
51,PTH,DERMA + RHUMA,,1
51,PTH,DERMA + RHUMA,HC,1
52,PTH,DERMA + RHUMA,HC,1
53,PTG,DERMA + RHUMA,DOM,1
54,PTG,DERMA + RHUMA,HC_HDJ,1
55,PTH,DERMA + RHUMA,,1
56,PTG,DERMA + RHUMA,DOM,1
56,PTG,DERMA + RHUMA,HC,1
56,PTG,DERMA + RHUMA,HDJ,1
56,PTH,DERMA + RHUMA,HC,1
60,PTG,DERMA + RHUMA,DOM,1
60,PTH,DERMA + RHUMA,DOM,1
62,PTG,DERMA + RHUMA,HC,1
63,PTG,DERMA + RHUMA,HC,1
63,PTH,DERMA + RHUMA,,1
64,PTG,DERMA + RHUMA,DOM,1
64,PTG,DERMA + RHUMA,HC,1
64,PTH,DERMA + RHUMA,HC,1
65,PTG,DERMA + RHUMA,DOM,1
65,PTG,DERMA + RHUMA,HC,1
65,PTH,DERMA + RHUMA,HC,1
66,PTG,DERMA + RHUMA,DOM,1
66,PTG,DERMA + RHUMA,HC,1
66,PTH,DERMA + RHUMA,HC,1
67,PTG,DERMA + RHUMA,HC,1
67,PTG,DERMA + RHUMA,HDJ,1
68,PTG,DERMA + RHUMA,,1
68,PTG,DERMA + RHUMA,HC,1
68,PTH,DERMA + RHUMA,HDJ,1
69,PTG,DERMA + RHUMA,,1
69,PTH,DERMA + RHUMA,,1
71,PTG,DERMA + RHUMA,HDJ,1
72,PTG,DERMA + RHUMA,DOM,1
73,PTH,DERMA + RHUMA,DOM,1
73,PTH,DERMA + RHUMA,HC,1
74,PTH,DERMA + RHUMA,HC,1
74,PTH,DERMA + RHUMA,HC_HDJ,1
75,PTG,DERMA + RHUMA,,1
77,PTG,DERMA + RHUMA,,1
78,PTG,DERMA + RHUMA,HC_HDJ,1
78,PTG,DERMA + RHUMA,HDJ,1
79,PTG,DERMA + RHUMA,DOM,1
79,PTG,DERMA + RHUMA,HC,1
80,PTG,DERMA + RHUMA,HC,1
80,PTH,DERMA + RHUMA,HC,1
81,PTG,DERMA + RHUMA,HC,1
81,PTH,DERMA + RHUMA,,1
83,PTG,DERMA + RHUMA,HC,1
83,PTG,DERMA + RHUMA,HDJ,1
84,PTH,DERMA + RHUMA,HC,1
86,PTG,DERMA + RHUMA,,1
86,PTG,DERMA + RHUMA,DOM,1
86,PTG,DERMA + RHUMA,HC,1
86,PTH,DERMA + RHUMA,DOM,1
88,PTG,DERMA + RHUMA,DOM,1
88,PTH,DERMA + RHUMA,HC,1
89,PTG,DERMA + RHUMA,,1
90,PTH,DERMA + RHUMA,HC,1
91,PTG,DERMA + RHUMA,,1
91,PTG,DERMA + RHUMA,DOM,1
91,PTH,DERMA + RHUMA,,1
91,PTH,DERMA + RHUMA,HC,1
92,PTG,DERMA + RHUMA,HC_HDJ,1
92,PTG,DERMA + RHUMA,HDJ,1
93,PTG,DERMA + RHUMA,HC,1
94,PTG,DERMA + RHUMA,DOM,1
95,PTG,DERMA + RHUMA,DOM,1
97,PTG,DERMA + RHUMA,DOM,1
999,PTG,DERMA + RHUMA,DOM,1
57,PTH,DERMA + RHUMA + URO,DOM,2
2,PTH,DERMA + RHUMA + URO,DOM,1
6,PTG,DERMA + RHUMA + URO,DOM,1
6,PTH,DERMA + RHUMA + URO,DOM,1
11,PTH,DERMA + RHUMA + URO,DOM,1
13,PTG,DERMA + RHUMA + URO,DOM,1
13,PTG,DERMA + RHUMA + URO,HC,1
14,PTH,DERMA + RHUMA + URO,HC,1
17,PTH,DERMA + RHUMA + URO,DOM,1
21,PTG,DERMA + RHUMA + URO,DOM,1
21,PTH,DERMA + RHUMA + URO,HC,1
22,PTG,DERMA + RHUMA + URO,HC,1
23,PTH,DERMA + RHUMA + URO,DOM,1
25,PTH,DERMA + RHUMA + URO,HC,1
29,PTH,DERMA + RHUMA + URO,DOM,1
30,PTG,DERMA + RHUMA + URO,HC,1
31,PTH,DERMA + RHUMA + URO,DOM,1
33,PTG,DERMA + RHUMA + URO,DOM,1
33,PTH,DERMA + RHUMA + URO,HC,1
34,PTH,DERMA + RHUMA + URO,DOM,1
38,PTG,DERMA + RHUMA + URO,DOM,1
53,PTH,DERMA + RHUMA + URO,HC,1
59,PTG,DERMA + RHUMA + URO,DOM,1
63,PTG,DERMA + RHUMA + URO,DOM,1
63,PTH,DERMA + RHUMA + URO,DOM,1
63,PTH,DERMA + RHUMA + URO,HDJ,1
64,PTG,DERMA + RHUMA + URO,HC,1
69,PTH,DERMA + RHUMA + URO,DOM,1
70,PTG,DERMA + RHUMA + URO,HC,1
75,PTG,DERMA + RHUMA + URO,HC,1
75,PTH,DERMA + RHUMA + URO,HC,1
76,PTH,DERMA + RHUMA + URO,DOM,1
78,PTG,DERMA + RHUMA + URO,HDJ,1
78,PTH,DERMA + RHUMA + URO,DOM,1
78,PTH,DERMA + RHUMA + URO,HC,1
82,PTH,DERMA + RHUMA + URO,DOM,1
83,PTG,DERMA + RHUMA + URO,DOM,1
83,PTG,DERMA + RHUMA + URO,HC,1
83,PTH,DERMA + RHUMA + URO,DOM,1
91,PTG,DERMA + RHUMA + URO,HC,1
95,PTG,DERMA + RHUMA + URO,HC,1
33,PTH,DERMA + URO,DOM,4
31,PTH,DERMA + URO,DOM,3
83,PTH,DERMA + URO,DOM,3
1,PTG,DERMA + URO,DOM,2
1,PTG,DERMA + URO,HC,2
1,PTH,DERMA + URO,DOM,2
3,PTG,DERMA + URO,DOM,2
24,PTG,DERMA + URO,DOM,2
27,PTH,DERMA + URO,DOM,2
34,PTG,DERMA + URO,DOM,2
38,PTH,DERMA + URO,HC,2
44,PTH,DERMA + URO,DOM,2
59,PTG,DERMA + URO,DOM,2
62,PTG,DERMA + URO,DOM,2
62,PTH,DERMA + URO,DOM,2
64,PTG,DERMA + URO,DOM,2
67,PTG,DERMA + URO,DOM,2
67,PTH,DERMA + URO,DOM,2
69,PTG,DERMA + URO,HC,2
71,PTH,DERMA + URO,DOM,2
76,PTG,DERMA + URO,DOM,2
76,PTH,DERMA + URO,DOM,2
80,PTH,DERMA + URO,DOM,2
83,PTH,DERMA + URO,HC,2
93,PTG,DERMA + URO,HC,2
3,PTH,DERMA + URO,HC,1
5,PTH,DERMA + URO,DOM,1
6,PTG,DERMA + URO,HC,1
6,PTH,DERMA + URO,HC,1
11,PTH,DERMA + URO,DOM,1
13,PTG,DERMA + URO,DOM,1
13,PTG,DERMA + URO,HC,1
16,PTH,DERMA + URO,DOM,1
20,PTH,DERMA + URO,HC,1
21,PTG,DERMA + URO,DOM,1
21,PTG,DERMA + URO,HC,1
22,PTG,DERMA + URO,HC,1
25,PTH,DERMA + URO,DOM,1
26,PTG,DERMA + URO,DOM,1
26,PTH,DERMA + URO,HC,1
27,PTG,DERMA + URO,DOM,1
28,PTG,DERMA + URO,DOM,1
30,PTG,DERMA + URO,DOM,1
30,PTH,DERMA + URO,DOM,1
31,PTG,DERMA + URO,DOM,1
31,PTH,DERMA + URO,HC,1
32,PTH,DERMA + URO,DOM,1
33,PTG,DERMA + URO,DOM,1
33,PTH,DERMA + URO,HC,1
34,PTG,DERMA + URO,,1
34,PTH,DERMA + URO,DOM,1
35,PTG,DERMA + URO,DOM,1
35,PTH,DERMA + URO,,1
35,PTH,DERMA + URO,DOM,1
35,PTH,DERMA + URO,HC,1
41,PTG,DERMA + URO,HC,1
42,PTG,DERMA + URO,DOM,1
42,PTH,DERMA + URO,DOM,1
43,PTG,DERMA + URO,HC,1
48,PTH,DERMA + URO,HC,1
49,PTH,DERMA + URO,HC,1
50,PTG,DERMA + URO,HC,1
54,PTH,DERMA + URO,DOM,1
56,PTG,DERMA + URO,DOM,1
56,PTH,DERMA + URO,DOM,1
57,PTG,DERMA + URO,DOM,1
57,PTG,DERMA + URO,HDJ,1
57,PTH,DERMA + URO,DOM,1
57,PTH,DERMA + URO,HC,1
59,PTG,DERMA + URO,HC,1
60,PTG,DERMA + URO,HC,1
60,PTH,DERMA + URO,DOM,1
62,PTG,DERMA + URO,HC,1
63,PTH,DERMA + URO,DOM,1
64,PTH,DERMA + URO,DOM,1
65,PTG,DERMA + URO,DOM,1
65,PTH,DERMA + URO,DOM,1
67,PTG,DERMA + URO,HC,1
68,PTH,DERMA + URO,HDJ,1
69,PTG,DERMA + URO,,1
69,PTG,DERMA + URO,DOM,1
69,PTH,DERMA + URO,,1
69,PTH,DERMA + URO,DOM,1
70,PTG,DERMA + URO,DOM,1
70,PTH,DERMA + URO,HC,1
71,PTH,DERMA + URO,HC,1
72,PTH,DERMA + URO,DOM,1
73,PTG,DERMA + URO,DOM,1
73,PTH,DERMA + URO,DOM,1
74,PTG,DERMA + URO,DOM,1
75,PTG,DERMA + URO,HC_HDJ,1
76,PTH,DERMA + URO,HC,1
77,PTH,DERMA + URO,,1
77,PTH,DERMA + URO,DOM,1
78,PTH,DERMA + URO,DOM,1
78,PTH,DERMA + URO,HC,1
79,PTG,DERMA + URO,HDJ,1
